aX,aY,aZ,gX,gY,gZ
0.506,-0.362,-0.488,26.733,-91.187,-13.672
0.503,-0.312,-0.547,34.058,-93.628,-11.108
0.498,-0.262,-0.602,38.635,-95.337,-8.362
0.505,-0.235,-0.674,40.222,-97.351,-6.165
0.479,-0.207,-0.708,39.368,-101.440,-2.747
0.455,-0.182,-0.719,35.583,-104.248,2.808
0.471,-0.142,-0.731,26.306,-100.525,10.376
0.513,-0.079,-0.730,15.259,-95.642,18.127
0.547,-0.021,-0.718,9.766,-93.933,23.621
0.574,0.038,-0.709,7.385,-92.957,25.574
0.610,0.073,-0.711,8.972,-92.590,23.621
0.656,0.103,-0.731,10.620,-91.675,20.020
0.710,0.137,-0.755,11.902,-92.651,15.137
0.751,0.145,-0.762,14.526,-96.741,8.606
0.789,0.149,-0.742,16.724,-101.440,1.587
0.814,0.134,-0.715,20.569,-106.934,-5.371
0.818,0.101,-0.693,23.010,-109.314,-11.841
0.832,0.060,-0.657,21.973,-108.459,-16.785
0.837,0.007,-0.626,19.653,-107.361,-18.738
0.855,-0.001,-0.584,14.160,-102.905,-17.761
0.866,-0.000,-0.571,5.066,-94.910,-15.808
0.861,-0.003,-0.538,1.465,-90.698,-14.465
0.887,-0.028,-0.554,1.221,-86.731,-14.282
0.879,-0.051,-0.563,4.822,-88.867,-13.855

2.221,-0.051,1.093,-4.700,-45.410,1.404
2.581,-0.148,1.963,-11.780,-41.931,-0.793
2.409,-0.223,2.612,-25.330,6.226,-6.653
2.147,-0.320,2.788,-27.405,96.985,-19.653
1.817,-0.236,2.455,-3.357,198.242,-22.522
1.613,-0.109,1.802,35.217,274.658,-21.240
1.335,-0.011,1.224,70.862,312.500,-21.240
0.956,0.047,0.836,94.116,323.059,-20.203
0.514,0.078,0.568,98.083,330.139,-17.578
0.068,0.039,0.370,83.191,346.741,-12.695
-0.334,-0.012,0.106,50.537,381.653,-3.357
-0.660,0.029,-0.299,7.996,426.086,12.756
-1.099,0.245,-0.644,-27.710,461.243,31.311
-1.526,0.513,-0.911,-44.189,485.657,37.720
-2.039,0.782,-1.322,-37.109,503.296,25.696
-2.520,0.757,-2.191,-13.000,509.949,-8.362
-2.768,0.430,-3.557,-2.136,494.141,-48.767
-2.738,0.115,-4.000,-4.089,401.367,-65.674
-2.481,-0.050,-4.000,-3.418,219.238,-40.161
-1.701,0.070,-3.999,6.104,-3.113,10.986
-0.920,0.260,-2.626,11.597,-193.115,50.171
-0.120,0.444,-1.225,-0.488,-293.396,54.077
0.179,0.338,-0.143,-8.728,-308.899,15.808
0.511,-0.070,0.336,-7.324,-258.484,-40.588
0.609,-0.486,0.451,-2.991,-198.120,-70.496
0.667,-0.780,0.381,-2.258,-141.296,-69.214
0.700,-0.892,0.246,-7.507,-93.750,-47.180
0.726,-0.843,0.076,-15.808,-54.993,-17.273
0.731,-0.732,-0.085,-19.592,-28.625,8.789
0.707,-0.601,-0.212,-16.174,-13.550,28.564
0.678,-0.471,-0.338,-8.118,-4.395,41.748
0.665,-0.311,-0.497,1.099,1.526,48.950
0.580,-0.222,-0.663,15.259,-0.916,48.950
0.540,-0.087,-0.792,22.583,-2.625,49.561
0.512,0.013,-0.918,23.010,-5.249,46.997
0.487,0.108,-1.018,23.865,-12.451,43.091
0.471,0.172,-1.076,20.813,-20.203,36.743
0.461,0.208,-1.104,17.517,-29.846,29.114
0.450,0.231,-1.102,15.381,-42.358,22.339
0.447,0.242,-1.090,13.550,-54.199,16.418
0.456,0.263,-1.059,9.583,-64.209,10.681
0.478,0.286,-1.025,5.554,-72.876,5.188
0.498,0.277,-0.984,3.479,-81.909,-1.038
0.516,0.252,-0.933,2.197,-89.966,-7.080
0.544,0.223,-0.879,2.136,-97.290,-12.878
0.569,0.181,-0.826,3.601,-103.333,-18.372
0.579,0.128,-0.783,5.737,-108.032,-23.132
0.595,0.076,-0.759,6.653,-109.924,-25.818
0.616,0.039,-0.740,5.554,-110.291,-25.696
0.643,0.017,-0.712,3.296,-110.229,-23.743
0.674,0.003,-0.688,0.549,-111.023,-21.179
0.689,-0.005,-0.666,-2.625,-110.901,-18.188
0.704,-0.017,-0.623,-6.042,-110.779,-15.869
0.755,-0.015,-0.581,-9.216,-109.253,-13.794
0.813,0.003,-0.533,-10.010,-108.215,-12.878
0.856,0.014,-0.477,-6.836,-109.375,-14.709
0.899,0.002,-0.407,-1.465,-109.924,-19.104
0.920,-0.034,-0.361,3.845,-108.337,-23.315
0.941,-0.066,-0.328,5.920,-102.478,-26.367
0.939,-0.107,-0.307,7.446,-97.107,-27.283

1.922,-0.074,0.964,-0.793,-18.555,32.593
2.017,-0.054,1.237,-2.686,-4.456,29.114
2.077,-0.068,1.498,-6.470,22.949,22.400
2.081,-0.027,1.715,-10.254,61.646,15.320
1.988,-0.013,1.895,-7.019,102.295,8.118
1.732,-0.048,1.917,4.639,149.658,0.488
1.399,-0.082,1.676,20.386,205.139,-3.967
1.065,-0.069,1.258,34.729,257.507,-3.845
0.662,-0.067,0.782,41.992,298.340,-0.671
0.198,-0.112,0.325,36.499,329.895,8.301
-0.208,-0.136,-0.214,13.550,363.586,27.283
-0.494,0.073,-0.658,-25.818,402.588,51.392
-0.888,0.290,-1.058,-63.721,432.861,63.843
-1.426,0.483,-1.405,-76.538,446.655,63.354
-1.841,0.549,-2.135,-78.003,467.529,46.265
-2.093,0.476,-3.169,-71.350,464.417,19.226
-2.252,0.226,-4.000,-62.012,404.419,-11.108
-2.218,-0.095,-4.000,-58.167,275.024,-23.682
-1.502,-0.043,-4.000,-41.382,81.360,5.981
-0.844,0.192,-2.931,4.272,-135.254,40.344
-0.198,0.237,-1.521,47.424,-284.851,41.870
0.328,0.016,-0.353,64.819,-352.783,21.423
0.515,-0.175,0.716,71.289,-342.407,-10.132
0.708,-0.704,0.946,48.767,-238.892,-42.969
0.754,-0.893,0.685,8.728,-127.075,-34.485
0.868,-0.783,0.316,-19.470,-53.650,-0.427
0.912,-0.565,0.059,-28.503,-21.057,28.870
0.908,-0.371,-0.103,-19.775,-11.414,45.410
0.902,-0.211,-0.227,-5.676,-8.728,48.523
0.836,-0.123,-0.364,10.986,-9.888,43.152
0.756,-0.062,-0.547,21.484,-9.827,37.170
0.714,0.042,-0.688,25.208,-10.315,32.898
0.677,0.158,-0.804,26.978,-14.343,27.344
0.646,0.257,-0.886,29.724,-22.339,18.616
0.609,0.286,-0.941,32.837,-32.654,6.714
0.572,0.276,-0.965,36.011,-44.739,-3.662
0.551,0.247,-0.957,37.781,-56.763,-11.230
0.539,0.203,-0.924,36.987,-66.040,-16.174
0.551,0.173,-0.884,33.142,-72.083,-17.151
0.573,0.180,-0.824,27.527,-76.904,-14.893
0.615,0.199,-0.766,22.461,-80.750,-11.414
0.657,0.202,-0.733,18.127,-83.130,-9.216
0.696,0.205,-0.703,12.207,-84.045,-8.301
0.734,0.208,-0.659,6.226,-84.473,-7.568
0.769,0.195,-0.623,2.136,-85.327,-7.751
0.807,0.197,-0.592,-1.221,-85.510,-8.911
0.831,0.210,-0.558,-2.625,-86.304,-11.536
0.837,0.193,-0.520,-0.122,-88.562,-16.235
0.875,0.170,-0.491,5.188,-91.248,-21.973
0.855,0.121,-0.477,10.498,-92.529,-26.611
0.843,0.066,-0.468,13.672,-92.651,-30.151
0.836,0.041,-0.449,13.550,-92.285,-30.640
0.829,0.012,-0.427,12.268,-91.248,-29.846
0.822,-0.015,-0.405,10.986,-89.966,-27.893
0.834,-0.022,-0.397,7.935,-88.135,-24.658
0.837,-0.019,-0.368,5.005,-86.792,-20.752
0.912,0.004,-0.324,4.211,-86.853,-18.494
0.941,0.024,-0.259,6.226,-88.806,-17.395
0.942,-0.001,-0.211,10.498,-90.454,-17.883
0.956,-0.020,-0.180,11.719,-87.708,-18.127

2.061,0.142,1.261,-4.028,33.752,1.282
2.174,0.192,1.592,-2.075,53.101,-11.902
2.129,0.124,1.736,0.793,90.332,-35.950
1.943,-0.098,1.644,13.184,127.502,-55.359
1.684,-0.370,1.393,41.260,150.513,-58.838
1.430,-0.564,1.194,75.500,160.522,-48.645
1.198,-0.651,1.016,98.206,172.180,-27.466
1.002,-0.515,0.857,90.332,198.975,-0.549
0.816,-0.358,0.651,62.134,226.990,28.931
0.497,-0.176,0.414,28.687,252.014,55.664
0.238,0.017,0.143,-4.456,283.752,75.073
-0.028,0.287,-0.191,-28.687,311.462,88.928
-0.370,0.458,-0.576,-43.579,334.839,88.501
-0.766,0.678,-0.972,-51.453,360.535,77.881
-1.269,0.845,-1.489,-46.143,382.874,58.472
-1.741,0.829,-2.468,-26.184,399.719,28.198
-2.011,0.556,-3.843,-24.658,400.635,-6.714
-2.015,0.335,-4.000,-37.659,324.768,-18.799
-1.448,0.412,-4.000,-46.875,165.466,-2.075
-0.878,0.382,-3.323,-21.973,-30.457,14.404
-0.259,0.226,-1.828,10.742,-180.542,13.733
0.256,0.096,-0.424,23.071,-248.291,4.395
0.479,-0.257,0.268,10.132,-207.336,-23.315
0.613,-0.634,0.370,-8.545,-134.155,-38.635
0.733,-0.788,0.297,-17.517,-86.060,-23.865
0.821,-0.774,0.210,-20.325,-58.105,1.099
0.891,-0.657,0.129,-18.005,-40.344,22.888
0.909,-0.506,0.034,-8.850,-29.419,37.964
0.901,-0.363,-0.098,3.296,-21.606,45.532
0.849,-0.211,-0.263,15.564,-16.602,48.157
0.812,-0.057,-0.410,23.193,-13.000,47.119
0.772,0.076,-0.556,24.597,-8.972,41.138
0.712,0.159,-0.682,27.100,-11.353,31.189
0.659,0.200,-0.777,28.076,-15.564,20.081
0.613,0.204,-0.860,27.710,-21.057,8.789
0.588,0.202,-0.897,26.306,-28.931,0.610
0.569,0.210,-0.897,25.330,-40.344,-4.150
0.570,0.231,-0.879,25.269,-51.819,-7.080
0.588,0.247,-0.855,24.231,-60.669,-9.705
0.613,0.262,-0.840,21.179,-66.711,-12.634
0.626,0.269,-0.821,16.296,-71.594,-15.076
0.652,0.266,-0.796,10.254,-76.538,-16.724
0.667,0.260,-0.737,4.517,-82.458,-17.334
0.681,0.238,-0.677,-0.549,-86.670,-18.616
0.694,0.203,-0.639,-4.578,-88.562,-19.714
0.720,0.167,-0.623,-7.690,-89.722,-19.653
0.763,0.158,-0.589,-10.925,-92.896,-18.250
0.805,0.150,-0.520,-13.062,-98.511,-16.418
0.851,0.144,-0.440,-14.893,-102.112,-15.564
0.897,0.149,-0.371,-15.686,-103.394,-16.296
0.931,0.147,-0.304,-12.939,-104.858,-18.188
0.960,0.137,-0.252,-9.644,-103.333,-21.362
0.983,0.129,-0.214,-7.080,-99.548,-25.146
1.002,0.110,-0.175,-4.028,-95.398,-29.236
1.001,0.059,-0.159,-0.244,-90.698,-33.813
0.993,-0.020,-0.160,3.967,-86.487,-36.865
1.001,-0.094,-0.179,4.883,-81.665,-36.011
1.004,-0.154,-0.154,1.343,-78.125,-30.640
1.023,-0.189,-0.095,-4.333,-74.097,-21.729
1.068,-0.176,-0.038,-10.254,-67.383,-11.169

0.970,-0.395,1.286,-88.562,127.441,52.673
0.758,-0.401,1.103,-102.966,216.248,56.641
0.943,-0.323,1.116,-128.601,299.133,67.505
0.456,-0.432,0.838,-151.917,382.446,69.519
0.503,-0.547,0.493,-152.649,450.439,92.529
0.843,0.046,0.370,-163.086,490.601,133.301
0.845,0.390,0.207,-157.593,506.348,133.911
0.696,0.437,0.092,-135.742,517.639,98.999
0.750,0.341,0.052,-91.919,517.456,56.030
0.720,0.367,-0.151,-57.312,508.667,30.945
0.465,0.391,-0.312,-55.664,497.314,7.568
0.271,0.431,-0.515,-62.073,469.238,-15.869
0.167,0.489,-0.861,-48.950,427.551,-57.556
0.075,0.392,-1.149,2.258,372.192,-111.267
0.082,0.171,-1.287,78.369,308.838,-148.315
0.147,-0.021,-1.635,143.494,257.263,-155.884
0.115,-0.142,-1.853,146.362,207.275,-136.719
0.033,-0.127,-2.015,121.155,162.537,-96.069
-0.082,-0.088,-2.002,92.346,107.361,-59.998
-0.069,-0.080,-1.921,64.331,70.862,-38.574
-0.006,-0.047,-1.785,44.617,47.791,-23.254
0.065,0.001,-1.625,26.489,26.978,-8.179
0.132,0.048,-1.479,7.446,10.681,2.136
0.204,0.131,-1.338,0.366,-4.578,9.277
0.269,0.214,-1.196,6.714,-20.813,10.559
0.365,0.284,-1.097,22.400,-33.691,2.441
0.446,0.276,-1.043,39.612,-42.358,-10.864
0.499,0.243,-1.008,49.133,-49.316,-23.193
0.517,0.223,-0.990,48.279,-55.908,-31.982
0.505,0.221,-0.992,41.809,-62.317,-38.269
0.494,0.218,-1.009,37.109,-69.580,-44.373
0.513,0.195,-1.067,38.208,-78.125,-51.514
0.520,0.180,-1.115,42.847,-91.431,-62.378
0.397,0.081,-1.077,49.133,-109.497,-72.144
0.427,0.005,-1.054,53.467,-124.817,-71.777
0.389,-0.019,-1.096,43.701,-135.681,-67.200
0.401,-0.008,-1.164,28.870,-147.400,-53.650
0.466,0.043,-1.191,25.879,-164.429,-32.410
0.496,0.118,-1.091,27.527,-186.829,-14.343
0.516,0.166,-0.969,32.227,-211.609,-2.197
0.515,0.192,-0.816,33.691,-223.755,-2.014
0.555,0.156,-0.713,25.391,-224.304,-7.935
0.582,0.105,-0.617,13.245,-219.116,-15.076
0.620,0.060,-0.522,1.282,-210.754,-15.869
0.666,0.051,-0.431,-4.822,-203.430,-12.207
0.694,0.043,-0.342,-5.432,-196.045,-9.277
0.756,0.042,-0.318,-2.625,-187.988,-6.348
0.801,0.073,-0.287,1.892,-181.396,-4.944
0.846,0.098,-0.299,9.094,-175.110,-5.493
0.867,0.102,-0.336,19.348,-170.715,-8.362
0.885,0.134,-0.367,26.306,-169.617,-9.644
0.914,0.177,-0.397,30.029,-169.739,-11.169
0.929,0.183,-0.418,34.790,-171.387,-15.381
0.913,0.163,-0.407,38.025,-174.438,-21.179
0.906,0.126,-0.316,38.208,-178.284,-27.588
0.857,0.057,-0.220,36.804,-179.382,-30.640
0.852,0.002,-0.084,30.579,-173.340,-29.846
0.860,-0.045,0.003,22.644,-159.302,-27.588
0.903,-0.049,0.046,18.127,-140.991,-23.804
0.962,-0.025,0.033,16.235,-124.573,-19.104

0.731,-0.414,1.630,-77.209,271.179,3.845
0.632,-0.382,1.584,-119.995,404.358,-3.906
0.829,-0.428,1.237,-154.907,526.245,17.639
0.595,-0.440,0.861,-195.923,613.098,41.321
0.448,-0.130,0.530,-223.450,662.659,57.922
0.478,0.021,-0.163,-185.547,684.753,57.495
0.399,0.143,-0.626,-135.681,671.875,38.757
0.409,0.500,-1.022,-106.506,621.521,6.653
0.331,0.459,-1.429,-36.987,544.373,-53.589
-0.052,0.141,-1.617,67.749,414.917,-121.521
-0.161,-0.119,-1.970,151.733,314.697,-154.114
-0.101,-0.037,-1.996,194.946,222.473,-134.094
-0.272,-0.073,-1.919,213.745,129.456,-100.220
-0.336,-0.073,-1.807,214.172,73.914,-66.345
-0.303,-0.052,-1.656,183.716,46.997,-38.208
-0.221,0.025,-1.538,127.747,45.105,-14.709
-0.148,0.095,-1.490,69.702,55.420,2.686
-0.066,0.183,-1.478,27.039,58.411,16.785
0.037,0.291,-1.456,4.333,47.913,24.597
0.127,0.359,-1.354,-4.578,21.667,20.813
0.223,0.414,-1.278,10.254,-2.136,11.902
0.275,0.397,-1.176,34.973,-27.771,-0.305
0.326,0.355,-1.068,49.072,-48.645,-14.893
0.358,0.301,-0.975,47.302,-59.631,-27.588
0.381,0.245,-0.887,38.208,-61.646,-36.377
0.395,0.161,-0.806,25.879,-57.190,-41.687
0.426,0.089,-0.785,7.935,-47.058,-44.250
0.454,0.046,-0.813,-9.277,-35.095,-40.833
0.475,0.023,-0.862,-16.541,-27.832,-33.875
0.487,0.001,-0.917,-12.085,-27.039,-25.513
0.500,-0.010,-0.964,-1.282,-32.043,-16.724
0.509,0.009,-0.993,10.620,-39.856,-8.545
0.519,0.045,-1.055,24.963,-47.180,-4.517
0.537,0.127,-1.078,42.542,-56.702,-3.418
0.555,0.177,-1.021,66.223,-68.481,-7.385
0.579,0.180,-0.972,91.492,-77.515,-15.381
0.603,0.166,-0.872,98.511,-83.923,-24.170
0.627,0.163,-0.811,86.731,-84.961,-30.029
0.645,0.169,-0.781,69.519,-81.787,-31.738
0.643,0.170,-0.786,54.810,-80.872,-32.593
0.628,0.164,-0.797,41.077,-82.275,-31.738
0.608,0.166,-0.816,31.006,-82.336,-30.457
0.591,0.169,-0.859,26.733,-82.764,-28.015
0.582,0.180,-0.914,25.330,-85.815,-25.085
0.570,0.194,-0.954,25.696,-91.797,-22.766
0.574,0.226,-0.967,26.917,-100.830,-21.057
0.556,0.230,-0.926,30.457,-111.633,-21.118
0.608,0.249,-0.840,34.363,-121.399,-23.193
0.635,0.228,-0.710,37.476,-131.714,-28.931
0.644,0.178,-0.589,35.400,-135.132,-36.316
0.688,0.140,-0.502,26.978,-127.808,-41.199
0.719,0.115,-0.457,18.494,-117.188,-43.213
0.770,0.102,-0.457,14.282,-105.103,-42.603
0.814,0.104,-0.483,14.404,-95.520,-39.612
0.841,0.124,-0.523,15.930,-88.928,-35.156
0.872,0.176,-0.577,17.029,-85.083,-31.433
0.869,0.206,-0.627,19.775,-86.304,-30.273
0.828,0.187,-0.632,21.240,-90.393,-31.616
0.818,0.160,-0.621,18.555,-91.003,-33.264
0.821,0.136,-0.611,15.564,-90.210,-33.386

0.217,0.378,-1.669,-11.963,292.786,-67.993
-0.019,0.233,-1.859,80.261,198.486,-86.548
-0.217,0.102,-1.926,150.330,128.296,-90.576
-0.325,0.044,-1.902,166.321,80.750,-73.059
-0.377,0.047,-1.827,139.587,55.481,-44.128
-0.329,0.069,-1.701,95.276,44.983,-15.320
-0.206,0.164,-1.562,45.959,38.513,8.789
-0.074,0.281,-1.440,13.367,34.912,24.719
0.067,0.379,-1.342,6.531,21.729,30.090
0.198,0.407,-1.211,10.254,-0.244,25.330
0.274,0.392,-1.083,10.681,-21.240,15.564
0.315,0.388,-1.010,11.475,-35.828,5.493
0.346,0.356,-0.968,13.672,-44.373,-4.456
0.364,0.298,-0.940,13.123,-47.791,-13.611
0.365,0.232,-0.904,9.949,-46.936,-20.142
0.379,0.184,-0.905,2.686,-43.457,-24.048
0.396,0.135,-0.895,-2.747,-39.856,-24.780
0.417,0.081,-0.899,-3.540,-37.231,-23.254
0.435,0.056,-0.899,-3.723,-35.828,-19.409
0.461,0.053,-0.892,-3.357,-34.485,-15.137
0.510,0.038,-0.879,-1.221,-34.119,-11.047
0.540,0.043,-0.866,0.366,-34.058,-7.019
0.564,0.059,-0.852,2.014,-33.325,-3.479
0.585,0.068,-0.852,4.700,-31.311,-0.916
0.592,0.092,-0.831,5.554,-29.175,1.099
0.596,0.110,-0.824,5.371,-25.574,1.587
0.596,0.120,-0.822,2.930,-20.508,0.732
0.580,0.141,-0.846,-0.732,-14.709,0.000
0.562,0.173,-0.879,-3.113,-10.315,-0.366
0.557,0.192,-0.911,-2.869,-8.240,-2.014
0.572,0.213,-0.940,-0.427,-8.423,-5.554
0.568,0.230,-0.979,6.531,-13.062,-11.414
0.540,0.209,-0.964,14.465,-22.522,-17.822
0.504,0.179,-0.945,19.165,-30.823,-23.132
0.501,0.153,-0.953,19.836,-35.950,-25.452
0.524,0.160,-1.002,18.677,-40.833,-25.208
0.515,0.205,-1.062,21.301,-49.866,-24.841
0.475,0.195,-1.160,34.851,-64.270,-24.658
0.459,0.225,-1.183,47.241,-83.008,-22.156
0.457,0.296,-1.162,57.251,-103.333,-22.217
0.490,0.360,-1.152,80.566,-120.483,-28.137
0.499,0.381,-1.179,119.446,-139.526,-38.757
0.526,0.301,-1.134,162.354,-161.316,-52.856
0.554,0.281,-1.013,153.992,-198.181,-61.096
0.592,0.380,-0.947,100.525,-228.088,-62.622
0.581,0.492,-0.885,49.133,-237.244,-65.674
0.537,0.415,-0.849,24.414,-235.657,-77.332
0.562,0.285,-0.730,18.311,-240.356,-84.534
0.607,0.237,-0.666,27.344,-253.052,-82.092
0.614,0.272,-0.550,33.630,-260.498,-76.599
0.633,0.252,-0.468,32.043,-254.272,-78.491
0.636,0.202,-0.395,23.437,-240.540,-86.609
0.671,0.150,-0.383,13.367,-222.229,-93.018
0.720,0.087,-0.344,2.747,-208.252,-93.018
0.765,0.000,-0.249,0.122,-201.782,-89.417
0.773,-0.111,-0.112,0.366,-195.923,-81.421
0.769,-0.200,0.041,-3.235,-184.143,-69.214
0.788,-0.251,0.159,-10.376,-162.231,-54.504
0.834,-0.232,0.209,-18.005,-131.775,-39.673
0.899,-0.204,0.204,-24.841,-99.182,-25.391

0.628,-0.949,2.008,-154.419,326.477,34.851
0.807,-0.666,2.084,-168.945,502.502,77.209
1.055,-0.496,1.139,-153.320,672.241,92.285
1.125,-0.091,-0.262,-146.423,794.312,111.389
0.593,0.545,-1.032,-154.358,802.185,127.991
0.136,0.747,-1.989,-130.737,697.327,79.346
-0.124,0.694,-2.488,-46.997,489.868,-16.052
-0.308,0.505,-2.620,68.726,297.424,-105.408
-0.452,0.161,-2.286,167.969,138.184,-154.175
-0.794,-0.177,-1.800,224.365,30.273,-148.926
-0.893,-0.333,-1.481,222.351,-4.333,-92.407
-0.796,-0.125,-1.392,162.048,24.597,-12.207
-0.540,0.204,-1.462,89.966,65.308,44.495
-0.258,0.482,-1.469,45.898,72.693,74.402
-0.075,0.650,-1.365,29.419,48.523,77.454
0.037,0.658,-1.220,33.142,14.038,59.204
0.108,0.582,-1.066,38.513,-12.756,34.729
0.134,0.496,-1.014,31.433,-23.926,15.564
0.137,0.455,-1.044,16.968,-23.132,3.723
0.138,0.419,-1.105,0.916,-20.142,-3.540
0.168,0.384,-1.170,-11.597,-18.982,-9.155
0.158,0.339,-1.158,-15.015,-24.292,-13.428
0.142,0.290,-1.097,-15.686,-33.691,-18.555
0.134,0.201,-1.031,-16.724,-40.527,-24.048
0.153,0.136,-0.983,-16.418,-44.556,-26.733
0.167,0.066,-0.934,-13.306,-47.058,-26.062
0.189,0.024,-0.905,-7.812,-48.035,-22.522
0.218,0.003,-0.883,-3.479,-47.058,-17.517
0.255,-0.011,-0.871,-1.282,-44.006,-11.780
0.288,0.016,-0.876,-2.380,-38.452,-5.920
0.321,0.043,-0.894,-4.028,-32.532,-2.075
0.352,0.072,-0.924,-3.540,-26.917,0.610
0.361,0.104,-0.939,-1.160,-23.926,2.930
0.369,0.134,-0.946,2.197,-22.522,2.625
0.377,0.140,-0.944,3.967,-21.179,0.122
0.375,0.170,-0.941,2.136,-18.799,-1.648
0.380,0.182,-0.953,-0.061,-15.808,-3.601
0.379,0.191,-0.964,-0.977,-13.000,-6.287
0.367,0.185,-0.977,-1.526,-12.329,-9.155
0.347,0.191,-0.981,-1.099,-13.000,-11.108
0.337,0.186,-0.973,-0.854,-13.672,-12.695
0.334,0.172,-0.979,-1.526,-13.184,-13.916
0.329,0.163,-0.989,-2.747,-12.695,-13.367
0.317,0.160,-1.000,-2.197,-13.184,-11.292
0.309,0.162,-1.000,-1.038,-15.381,-9.521
0.312,0.166,-1.004,0.488,-17.944,-8.240
0.316,0.175,-1.016,1.648,-20.630,-6.836
0.323,0.180,-1.037,3.113,-23.987,-5.859
0.322,0.193,-1.068,4.517,-28.320,-4.761
0.322,0.201,-1.105,5.371,-33.569,-3.784
0.314,0.219,-1.152,7.385,-40.894,-3.235
0.308,0.231,-1.190,12.268,-51.270,-3.845
0.315,0.245,-1.221,19.348,-65.796,-4.150
0.335,0.273,-1.230,26.123,-84.473,-5.615
0.331,0.276,-1.210,30.884,-105.164,-7.507
0.326,0.301,-1.168,35.522,-127.075,-9.399
0.353,0.297,-1.125,38.574,-147.583,-10.254
0.407,0.301,-1.079,39.246,-165.833,-8.606
0.414,0.320,-1.016,39.429,-182.861,-5.493
0.345,0.306,-0.985,38.635,-196.777,-5.493

0.031,0.367,-1.825,-67.749,342.224,-104.126
-0.234,0.053,-1.955,60.303,207.764,-145.264
-0.440,-0.084,-1.888,177.368,109.070,-146.973
-0.641,-0.215,-1.652,192.627,50.110,-115.845
-0.642,-0.253,-1.505,158.813,33.630,-69.153
-0.524,-0.089,-1.428,104.675,49.255,-13.916
-0.401,0.088,-1.428,49.377,67.932,29.785
-0.260,0.270,-1.396,17.578,65.369,53.955
-0.114,0.379,-1.325,8.545,44.617,58.899
0.001,0.439,-1.214,10.803,13.367,50.476
0.075,0.438,-1.117,18.433,-16.602,35.034
0.120,0.371,-1.067,25.452,-37.903,19.226
0.134,0.316,-1.024,30.457,-50.720,9.277
0.162,0.276,-0.993,32.166,-57.495,5.615
0.182,0.272,-1.007,27.100,-58.167,5.615
0.239,0.291,-1.022,16.785,-54.565,8.240
0.270,0.320,-1.021,6.531,-51.331,7.812
0.296,0.299,-1.021,4.089,-49.011,2.136
0.322,0.297,-0.970,1.465,-47.852,-2.563
0.343,0.239,-0.935,-1.160,-44.495,-6.958
0.353,0.188,-0.909,-5.920,-39.612,-10.620
0.357,0.148,-0.889,-9.705,-33.813,-10.681
0.362,0.111,-0.879,-11.047,-28.137,-8.850
0.376,0.086,-0.871,-11.475,-22.217,-5.432
0.391,0.084,-0.885,-11.475,-15.991,-1.465
0.410,0.109,-0.917,-10.437,-12.817,2.441
0.423,0.143,-0.949,-7.263,-12.268,5.005
0.434,0.174,-0.978,-3.418,-14.038,4.944
0.433,0.199,-0.999,0.122,-17.639,3.296
0.425,0.215,-1.016,3.235,-21.912,1.038
0.417,0.227,-1.031,4.578,-25.940,-1.465
0.400,0.232,-1.032,4.456,-29.480,-3.601
0.369,0.236,-1.002,3.357,-32.166,-5.188
0.356,0.240,-0.965,2.319,-33.264,-6.714
0.367,0.238,-0.950,1.404,-32.288,-8.545
0.386,0.237,-0.948,-0.061,-31.006,-10.376
0.388,0.230,-0.953,-0.854,-30.884,-12.512
0.390,0.223,-0.957,-1.099,-31.799,-13.977
0.396,0.219,-0.966,-1.038,-33.264,-14.832
0.401,0.220,-0.987,-1.099,-34.973,-15.869
0.406,0.225,-1.004,-1.038,-37.781,-17.334
0.410,0.233,-1.029,0.488,-41.382,-19.165
0.417,0.232,-1.040,4.150,-46.997,-21.484
0.410,0.228,-1.039,9.094,-54.382,-23.743
0.417,0.217,-1.040,14.648,-62.988,-26.428
0.429,0.197,-1.032,18.066,-72.510,-27.100
0.447,0.225,-1.020,18.799,-83.557,-25.940
0.477,0.249,-1.061,26.184,-95.459,-27.893
0.484,0.214,-1.100,41.443,-113.403,-31.555
0.470,0.236,-1.063,48.950,-136.841,-29.236
0.460,0.238,-1.031,52.368,-156.067,-29.114
0.441,0.277,-0.982,53.772,-171.082,-29.053
0.480,0.279,-0.938,54.871,-180.237,-28.870
0.499,0.284,-0.856,52.612,-185.974,-29.663
0.585,0.303,-0.801,46.204,-187.683,-32.349
0.642,0.309,-0.788,40.771,-185.303,-39.429
0.672,0.294,-0.789,31.738,-182.190,-45.349
0.669,0.274,-0.768,24.780,-184.204,-50.476
0.696,0.335,-0.773,23.315,-187.744,-53.162
0.777,0.427,-0.746,22.461,-190.247,-60.669

-0.402,0.042,-2.345,-2.380,236.328,-63.477
-0.526,-0.274,-2.010,85.754,130.249,-81.299
-0.622,-0.413,-1.545,127.625,68.665,-52.185
-0.627,-0.344,-1.258,108.032,56.824,4.761
-0.413,-0.096,-1.223,67.200,76.111,58.899
-0.186,0.149,-1.196,38.269,91.431,90.027
0.000,0.230,-1.219,23.926,84.595,97.168
-0.001,0.284,-1.104,35.461,48.157,90.637
0.056,0.285,-1.007,43.945,30.029,78.430
0.047,0.250,-0.978,43.884,19.592,65.063
0.046,0.264,-0.998,34.851,14.099,57.251
0.066,0.308,-1.082,23.071,14.771,50.232
0.081,0.355,-1.181,19.592,14.343,41.748
