aX,aY,aZ,gX,gY,gZ
0.077,0.372,-1.233,20.447,2.686,30.151
0.053,0.345,-1.215,22.400,-13.611,17.029
0.060,0.311,-1.168,19.287,-27.405,4.333
0.055,0.276,-1.093,13.123,-35.828,-5.737
0.042,0.206,-0.990,9.277,-40.039,-13.306
0.037,0.140,-0.924,2.380,-38.879,-19.043
0.068,0.105,-0.885,-2.441,-32.837,-20.203
0.086,0.061,-0.858,-1.892,-26.367,-18.372
0.099,0.024,-0.870,-2.563,-20.447,-15.076
0.132,0.015,-0.910,-2.563,-14.954,-10.376
0.172,0.017,-0.971,-0.122,-12.817,-5.066
0.204,0.051,-1.013,3.540,-14.099,-0.244
0.233,0.088,-1.031,7.751,-17.761,3.174
0.266,0.115,-1.051,10.803,-20.020,5.188
0.295,0.165,-1.085,9.644,-20.996,6.592
0.311,0.208,-1.108,9.155,-22.766,6.104
0.328,0.239,-1.113,11.841,-27.222,4.150
0.331,0.261,-1.103,15.015,-33.447,1.160
0.323,0.252,-1.073,13.306,-38.208,-3.296
0.291,0.229,-1.028,7.263,-39.368,-8.606
0.277,0.232,-0.995,0.793,-36.987,-11.902
0.286,0.225,-0.972,-0.549,-33.325,-13.428
0.291,0.210,-0.962,0.488,-29.846,-15.076
0.298,0.215,-0.955,0.427,-27.100,-17.212
0.278,0.206,-0.983,0.122,-25.513,-20.813
0.286,0.210,-0.993,-1.709,-26.489,-25.085
0.270,0.149,-1.045,-0.061,-28.320,-27.344
0.241,0.145,-1.032,4.211,-32.776,-26.245
0.218,0.137,-1.035,7.385,-37.781,-23.743
0.224,0.143,-1.038,6.104,-40.833,-21.729
0.235,0.139,-1.068,1.648,-42.358,-19.897
0.229,0.128,-1.112,-0.793,-44.739,-18.372
0.219,0.143,-1.122,0.366,-52.002,-15.015
0.220,0.150,-1.117,4.150,-62.378,-11.902
0.239,0.179,-1.111,7.202,-72.693,-10.193
0.268,0.185,-1.092,9.338,-82.458,-11.169
0.339,0.202,-1.057,13.123,-91.187,-13.672
0.352,0.243,-1.029,20.081,-100.586,-19.531
0.336,0.239,-1.024,32.349,-111.938,-28.809
0.349,0.235,-1.015,45.044,-121.948,-36.621
0.410,0.236,-1.001,49.133,-128.662,-41.321
0.439,0.229,-1.014,44.617,-135.681,-44.373
0.460,0.273,-1.014,37.720,-143.188,-43.945
0.461,0.274,-1.027,32.959,-150.330,-44.189
0.474,0.270,-0.994,26.306,-156.616,-46.082
0.460,0.218,-0.972,20.142,-160.889,-50.354
0.491,0.243,-0.921,16.296,-163.696,-52.551

0.844,-0.776,1.698,-75.867,226.562,59.143
0.733,-0.809,1.474,-65.125,338.135,96.802
0.941,-0.177,1.725,-79.346,453.491,134.766
0.737,-0.114,1.247,-97.900,587.219,109.131
0.643,-0.275,0.426,-109.802,690.308,74.524
0.296,-0.250,-0.772,-96.191,727.051,97.534
0.339,0.591,-0.882,-106.689,667.114,126.587
0.493,0.679,-0.885,-132.507,574.951,66.345
0.278,0.540,-1.767,-93.872,510.071,-39.001
0.013,0.620,-2.153,4.578,412.598,-100.525
-0.220,0.317,-2.285,131.104,256.226,-136.841
-0.499,0.127,-2.144,242.554,124.634,-138.977
-0.664,-0.056,-1.895,292.480,40.894,-115.906
-0.655,-0.059,-1.652,273.926,10.681,-72.144
-0.597,0.032,-1.476,197.754,17.517,-19.531
-0.388,0.286,-1.460,108.154,44.250,26.428
-0.211,0.538,-1.468,39.246,65.796,52.734
-0.020,0.686,-1.446,-3.723,67.627,56.702
0.131,0.785,-1.334,-26.306,49.988,45.776
0.245,0.749,-1.193,-28.137,27.039,22.705
0.285,0.675,-1.038,-11.963,5.920,-4.089
0.279,0.541,-0.949,-2.991,-8.728,-27.893
0.260,0.448,-0.937,-8.240,-15.808,-44.189
0.249,0.372,-0.987,-17.090,-18.616,-52.124
0.213,0.306,-1.016,-22.949,-20.508,-55.298
0.177,0.233,-1.016,-20.630,-19.775,-51.392
0.159,0.148,-1.012,-17.090,-19.104,-46.265
0.160,0.090,-1.024,-20.264,-18.372,-39.185
0.179,0.051,-1.019,-20.203,-19.043,-28.625
0.208,0.045,-0.951,-14.221,-22.400,-17.822
0.258,0.016,-0.880,-9.949,-24.231,-9.277
0.317,0.011,-0.857,-11.353,-19.409,-1.282
0.377,0.052,-0.878,-13.977,-12.451,7.019
0.409,0.123,-0.892,-9.277,-8.179,13.062
0.426,0.135,-0.889,-0.427,-7.446,14.282
0.441,0.156,-0.888,2.319,-6.592,11.902
0.464,0.174,-0.941,-1.282,-3.052,10.559
0.457,0.239,-0.997,-5.859,-0.122,10.254
0.441,0.248,-1.067,-1.038,-0.977,2.747
0.402,0.271,-1.095,7.019,-7.446,-2.686
0.362,0.247,-1.067,13.489,-17.212,-7.202
0.337,0.196,-1.026,13.611,-23.560,-11.658
0.311,0.185,-0.995,5.005,-22.827,-11.658
0.293,0.188,-1.003,-4.211,-18.494,-9.155
0.298,0.208,-1.027,-9.460,-16.968,-6.958
0.308,0.226,-1.050,-7.324,-20.142,-4.822
0.320,0.236,-1.074,-1.709,-27.710,-4.456
0.329,0.245,-1.106,3.601,-38.940,-6.592
0.335,0.251,-1.146,9.460,-52.002,-9.277
0.356,0.280,-1.215,17.151,-67.383,-12.634
0.389,0.298,-1.233,27.039,-88.257,-18.250
0.411,0.343,-1.275,43.884,-115.906,-23.193
0.454,0.349,-1.260,63.416,-149.231,-24.231
0.458,0.394,-1.219,82.336,-181.396,-32.288
0.411,0.506,-1.108,92.041,-207.336,-39.856
0.279,0.417,-1.101,97.656,-217.957,-43.335
0.271,0.433,-0.931,92.529,-228.394,-47.180
0.212,0.306,-0.867,70.740,-232.605,-75.439
0.319,0.230,-0.789,57.861,-230.286,-90.454
0.473,0.220,-0.789,65.186,-223.633,-90.698

0.909,-0.767,2.256,-82.947,193.970,42.297
1.073,-0.493,2.791,-110.413,384.460,66.406
0.964,-0.038,2.712,-116.577,590.881,53.223
0.733,0.011,1.471,-78.857,749.512,-12.451
0.681,0.139,-0.120,-52.002,834.656,-63.477
0.528,0.381,-1.312,-57.495,822.754,-115.112
0.216,0.610,-2.082,2.808,683.167,-149.658
-0.301,0.581,-2.567,119.751,459.961,-195.190
-1.055,0.195,-2.725,241.211,239.929,-228.027
-1.341,0.095,-2.556,331.909,73.608,-214.294
-1.489,-0.139,-2.377,384.888,-18.433,-169.800
-1.400,-0.117,-1.954,351.013,-48.218,-82.031
-1.243,0.168,-1.570,230.530,-28.564,15.991
-0.886,0.508,-1.413,117.249,24.475,83.923
-0.485,0.801,-1.327,51.331,56.030,117.615
-0.112,1.005,-1.235,28.564,45.837,114.197
0.157,1.019,-1.071,37.476,13.184,85.632
0.282,0.892,-0.895,48.767,-22.217,49.622
0.299,0.764,-0.810,44.922,-41.687,19.043
0.296,0.684,-0.841,24.353,-44.189,-1.282
0.312,0.608,-0.967,2.808,-38.391,-14.526
0.296,0.557,-1.031,-9.521,-36.194,-20.691
0.288,0.493,-1.051,-19.165,-38.086,-23.193
0.305,0.409,-1.046,-25.940,-37.170,-22.278
0.330,0.328,-0.998,-30.701,-34.790,-19.348
0.373,0.262,-0.945,-31.982,-31.738,-14.954
0.410,0.220,-0.874,-31.494,-28.564,-8.911
0.454,0.189,-0.849,-28.076,-23.132,-2.625
0.482,0.200,-0.842,-22.644,-16.785,2.563
0.493,0.217,-0.873,-17.273,-12.268,5.005
0.488,0.234,-0.918,-12.451,-9.338,4.089
0.466,0.235,-0.927,-8.057,-9.216,1.587
0.426,0.226,-0.917,-6.104,-9.460,-0.916
0.387,0.233,-0.934,-8.545,-5.798,-2.319
0.349,0.247,-0.976,-12.146,-0.671,-3.174
0.313,0.259,-1.021,-13.855,1.770,-3.967
0.276,0.259,-1.065,-13.672,0.122,-5.371
0.246,0.282,-1.016,-11.780,-5.981,-6.104
0.236,0.252,-0.948,-6.531,-12.207,-6.592
0.248,0.231,-0.911,-7.080,-11.536,-7.019
0.252,0.251,-0.916,-12.756,-6.042,-6.042
0.270,0.262,-0.947,-15.930,-2.808,-5.737
0.270,0.266,-0.974,-14.404,-4.639,-6.836
0.270,0.262,-0.999,-10.315,-10.559,-7.874
0.268,0.269,-1.028,-5.798,-18.982,-8.667
0.279,0.309,-1.020,-3.418,-28.687,-10.925
0.331,0.285,-1.013,0.488,-36.133,-15.076
0.342,0.269,-0.992,3.052,-40.222,-15.564
0.335,0.267,-0.963,-0.854,-42.847,-14.343
0.339,0.269,-0.957,-3.296,-42.114,-12.878
0.351,0.254,-0.959,-5.981,-39.551,-11.963
0.375,0.239,-0.963,-9.216,-37.292,-10.010
0.388,0.233,-0.957,-13.245,-36.682,-7.080
0.390,0.241,-0.962,-17.090,-36.804,-4.761
0.402,0.234,-0.993,-19.104,-37.903,-3.723
0.416,0.228,-1.024,-20.569,-41.687,-3.662
0.468,0.242,-1.071,-20.020,-49.316,-3.662
0.490,0.258,-1.186,-15.625,-62.744,-6.836
0.474,0.301,-1.287,-9.644,-88.928,-8.423
0.475,0.442,-1.277,-2.075,-127.869,-9.094

1.159,-0.612,1.254,-51.697,201.843,41.260
1.071,-0.689,1.463,-64.697,280.334,57.373
0.985,-0.818,1.467,-62.378,358.459,78.979
1.011,-0.718,1.424,-46.875,426.636,106.262
1.107,-0.412,1.276,-23.193,485.474,123.718
1.189,-0.072,1.000,-3.601,543.152,124.939
1.141,0.321,0.612,-7.202,610.291,103.394
1.033,0.549,-0.040,2.869,638.977,60.364
0.824,0.607,-0.842,48.889,615.662,11.169
0.784,0.967,-1.085,98.511,538.757,-25.208
0.447,0.909,-1.223,137.756,457.825,-62.134
-0.017,0.878,-1.563,158.752,395.203,-81.848
-0.512,0.948,-1.839,158.813,330.994,-80.322
-0.934,0.916,-2.002,151.855,267.090,-76.538
-1.184,0.892,-2.019,138.123,211.243,-70.862
-1.213,0.813,-1.964,126.770,167.969,-63.416
-1.687,0.530,-1.843,111.450,127.319,-52.917
-1.823,0.351,-1.399,82.520,95.459,-14.709
-1.257,0.635,-1.448,37.170,106.018,22.827
-0.852,0.815,-1.238,-11.841,87.891,32.227
-0.291,0.731,-1.220,-11.353,51.697,31.616
0.109,0.614,-1.193,-14.771,-10.315,41.260
0.139,0.658,-0.919,-15.503,-89.600,64.514
0.017,0.783,-0.607,-4.944,-131.592,70.618
0.139,0.594,-0.599,-1.038,-119.995,40.833
0.321,0.392,-0.657,-9.338,-86.609,8.423
0.417,0.282,-0.710,-26.001,-62.195,-3.723
0.466,0.201,-0.792,-36.682,-52.124,-7.629
0.524,0.142,-0.856,-34.607,-51.758,-7.935
0.558,0.113,-0.854,-20.020,-54.810,-5.371
0.581,0.107,-0.810,-9.460,-57.373,-3.723
0.597,0.114,-0.774,-4.272,-54.871,-4.150
0.603,0.131,-0.749,-1.038,-49.805,-6.042
0.581,0.155,-0.715,2.991,-44.617,-7.690
0.552,0.179,-0.698,7.080,-38.757,-8.057
0.510,0.219,-0.714,7.141,-31.311,-8.301
0.472,0.267,-0.760,5.371,-22.705,-8.667
0.436,0.312,-0.821,3.845,-16.052,-9.888
0.410,0.334,-0.889,1.892,-12.756,-12.146
0.374,0.340,-0.958,-2.991,-11.719,-14.282
0.330,0.353,-0.999,-10.376,-13.245,-15.137
0.310,0.365,-1.031,-16.724,-16.846,-15.381
0.309,0.361,-1.042,-21.179,-20.813,-14.587
0.314,0.339,-1.029,-23.987,-25.574,-13.062
0.331,0.324,-1.001,-26.978,-30.396,-11.230
0.367,0.314,-0.966,-29.236,-34.912,-9.399
0.409,0.294,-0.938,-30.334,-39.246,-8.423
0.441,0.289,-0.903,-30.640,-43.701,-8.240
0.470,0.286,-0.866,-28.625,-47.852,-8.118
0.498,0.285,-0.848,-25.818,-51.697,-9.094
0.510,0.286,-0.843,-22.949,-55.115,-10.681
0.513,0.293,-0.848,-19.958,-58.655,-12.939
0.507,0.291,-0.861,-17.212,-62.317,-15.686
0.500,0.284,-0.887,-15.137,-66.162,-17.883
0.489,0.292,-0.914,-14.038,-70.801,-20.142
0.486,0.280,-0.947,-14.038,-77.148,-23.621
0.475,0.278,-0.980,-14.709,-84.961,-26.184
0.483,0.271,-0.992,-16.663,-95.459,-28.687
0.476,0.257,-0.994,-16.235,-106.445,-28.809
0.476,0.250,-0.958,-16.357,-118.713,-27.588

0.972,-0.571,1.397,-24.231,348.267,53.345
0.969,-0.215,1.444,-12.695,430.237,63.782
1.058,-0.065,1.461,37.598,491.638,46.448
0.684,-0.141,1.106,103.333,531.067,12.024
0.547,0.268,0.642,130.798,576.477,-12.756
0.493,0.549,-0.005,135.925,604.126,-31.677
0.383,0.646,-0.856,150.940,590.637,-75.012
0.441,0.746,-0.988,175.049,514.587,-111.206
0.155,0.910,-1.451,247.986,407.410,-134.460
-0.145,0.848,-2.178,332.153,294.434,-135.071
-0.474,0.751,-2.150,338.135,180.115,-122.620
-0.661,0.727,-2.301,340.637,94.727,-104.248
-0.646,0.745,-2.190,340.271,37.170,-65.857
-0.559,0.722,-1.850,296.814,3.052,-26.855
-0.479,0.764,-1.500,220.642,0.305,8.423
-0.351,0.801,-1.271,141.724,22.766,35.400
-0.160,0.836,-1.116,81.482,45.898,51.392
0.010,0.876,-1.008,41.138,55.298,56.824
0.154,0.895,-0.913,23.499,45.227,50.293
0.257,0.888,-0.843,25.269,23.682,36.438
0.319,0.847,-0.785,34.119,-2.014,19.836
0.333,0.801,-0.768,40.527,-24.170,3.906
0.321,0.732,-0.756,39.673,-37.292,-7.629
0.323,0.684,-0.769,30.090,-39.490,-15.381
0.333,0.654,-0.797,15.015,-33.020,-16.724
0.351,0.624,-0.809,-1.404,-23.010,-15.259
0.383,0.586,-0.812,-16.418,-13.184,-14.771
0.411,0.532,-0.818,-28.442,-5.249,-14.282
0.433,0.479,-0.820,-36.987,0.061,-12.817
0.455,0.444,-0.830,-42.236,2.991,-10.559
0.468,0.405,-0.840,-44.617,3.357,-8.606
0.482,0.380,-0.843,-44.373,1.953,-7.080
0.494,0.357,-0.842,-41.077,-1.526,-5.615
0.498,0.338,-0.843,-36.926,-5.859,-4.517
0.490,0.337,-0.844,-33.142,-9.949,-4.028
0.488,0.347,-0.863,-30.212,-13.489,-3.479
0.474,0.347,-0.883,-28.442,-16.663,-3.601
0.454,0.354,-0.883,-27.283,-19.714,-3.784
0.434,0.352,-0.869,-26.489,-23.010,-3.906
0.422,0.359,-0.860,-26.611,-25.024,-3.967
0.413,0.366,-0.867,-28.015,-25.940,-3.845
0.416,0.397,-0.874,-30.090,-26.672,-4.272
0.425,0.427,-0.896,-31.494,-28.198,-5.554
0.437,0.438,-0.910,-32.349,-31.250,-8.545
0.465,0.451,-0.892,-33.264,-35.217,-13.611
0.424,0.426,-0.929,-34.546,-38.635,-20.508
0.414,0.425,-0.927,-36.560,-44.739,-25.269
0.407,0.398,-0.928,-36.255,-52.185,-29.602
0.406,0.362,-0.926,-37.720,-60.852,-32.837
0.389,0.332,-0.906,-40.649,-69.885,-33.264
0.386,0.312,-0.889,-43.335,-78.552,-31.555
0.415,0.299,-0.931,-46.753,-85.022,-29.907
0.445,0.311,-0.994,-52.368,-93.506,-28.503
0.461,0.345,-1.036,-56.580,-106.262,-27.893
0.477,0.352,-1.057,-57.678,-123.291,-28.564
0.500,0.341,-1.056,-52.734,-144.958,-28.931
0.530,0.329,-1.021,-48.096,-168.396,-29.236
0.623,0.340,-0.974,-44.739,-189.392,-30.518
0.631,0.363,-0.916,-42.542,-211.243,-36.316
0.592,0.359,-0.837,-37.720,-231.140,-41.199

1.731,-0.467,1.141,-43.945,-55.847,-28.748
1.903,-0.478,1.403,-72.388,-24.536,-13.489
2.057,-0.399,1.672,-96.985,5.554,0.427
2.144,-0.343,1.876,-111.877,37.415,6.165
2.169,-0.263,2.088,-121.460,72.205,2.136
2.026,-0.258,2.283,-124.573,108.765,-9.644
1.704,-0.296,2.371,-119.080,152.344,-24.658
1.341,-0.338,2.398,-106.506,199.707,-36.865
1.026,-0.309,2.298,-91.614,249.390,-42.236
0.672,-0.297,2.066,-78.247,297.791,-42.297
0.245,-0.306,1.742,-64.453,344.849,-41.077
-0.184,-0.273,1.428,-52.124,390.076,-37.109
-0.571,-0.172,1.045,-39.856,432.983,-30.945
-0.947,-0.145,0.575,-25.146,470.886,-24.170
-1.313,-0.182,-0.005,-20.691,512.756,-15.747
-1.599,-0.199,-0.662,-29.297,552.307,-3.113
-1.750,-0.098,-1.217,-44.983,576.904,17.761
-1.895,0.038,-1.686,-58.655,578.125,36.377
-1.875,0.324,-2.005,-57.312,547.485,48.584
-1.966,0.439,-2.438,-33.997,494.507,46.936
-1.893,0.377,-2.915,-9.277,446.472,47.363
-1.836,0.325,-3.409,-5.615,400.818,65.125
-1.567,0.253,-3.890,-23.926,317.871,71.960
-1.025,0.416,-3.837,-32.959,174.438,67.871
-0.560,0.384,-3.159,-17.700,0.366,43.823
-0.410,0.122,-2.256,5.737,-141.785,18.433
-0.215,-0.010,-1.404,4.150,-224.060,10.437
0.082,-0.048,-0.736,-5.615,-255.554,7.751
0.222,-0.145,-0.231,-3.906,-262.512,0.854
0.341,-0.211,0.119,4.150,-242.615,-12.390
0.434,-0.179,0.217,5.981,-190.735,-24.048
0.453,-0.292,0.088,7.629,-132.324,-39.551
0.508,-0.279,-0.049,11.414,-98.572,-44.189
0.512,-0.239,-0.231,19.958,-81.421,-43.396
0.519,-0.225,-0.370,32.410,-76.294,-44.250
0.495,-0.203,-0.511,43.335,-76.172,-43.762
0.464,-0.232,-0.638,46.570,-76.111,-42.053
0.494,-0.238,-0.712,44.434,-81.787,-35.034
0.495,-0.173,-0.760,43.579,-96.680,-21.606
0.487,-0.097,-0.782,45.410,-115.601,-11.169
0.500,-0.036,-0.773,45.898,-131.165,-6.470
0.543,0.000,-0.776,42.969,-143.188,-5.615
0.556,0.018,-0.765,37.842,-154.053,-8.118
0.579,0.100,-0.690,28.625,-162.537,-12.024
0.589,0.070,-0.633,20.264,-167.297,-18.982
0.608,0.018,-0.530,15.747,-168.884,-27.222
0.685,-0.040,-0.491,10.193,-165.283,-33.569
0.641,-0.033,-0.418,6.287,-161.316,-36.255
0.664,-0.073,-0.369,5.798,-157.654,-34.973
0.716,-0.073,-0.333,10.132,-154.602,-31.250
0.720,-0.066,-0.365,20.935,-156.433,-25.757
0.710,-0.042,-0.404,35.461,-164.917,-18.677
0.722,-0.049,-0.457,45.166,-175.537,-10.376
0.857,0.009,-0.404,45.776,-186.707,-0.671
0.979,0.081,-0.230,39.490,-194.153,2.197
1.014,0.037,-0.095,33.997,-190.796,-7.263
0.988,-0.072,-0.005,26.306,-177.002,-18.616
0.993,-0.138,0.087,13.550,-156.189,-21.484
1.016,-0.157,0.161,0.671,-131.897,-18.372
1.017,-0.167,0.170,-6.226,-108.521,-15.442

1.499,-0.506,1.194,-24.170,79.895,23.437
1.551,-0.550,1.517,-40.588,111.633,31.555
1.577,-0.550,1.745,-56.335,159.302,40.039
1.519,-0.522,1.840,-62.317,216.309,43.701
1.462,-0.445,1.837,-56.274,271.606,45.044
1.373,-0.368,1.712,-38.208,320.801,43.396
1.151,-0.345,1.449,-14.099,362.854,37.964
0.847,-0.330,1.128,8.484,393.921,33.325
0.534,-0.290,0.825,29.663,411.560,35.217
0.208,-0.270,0.479,50.415,420.715,41.687
-0.026,-0.266,-0.014,64.331,423.401,52.856
-0.241,-0.199,-0.375,63.110,418.701,68.909
-0.505,-0.134,-0.604,51.025,407.837,86.548
-0.665,-0.073,-0.822,35.950,397.278,103.760
-0.795,0.115,-0.967,26.245,381.226,122.314
-0.962,0.388,-1.013,26.489,359.436,134.705
-1.170,0.750,-1.003,39.001,340.271,131.836
-1.462,1.126,-1.146,60.974,332.397,110.840
-1.631,1.235,-1.984,79.956,336.121,70.801
-1.711,0.841,-3.510,59.753,340.881,38.086
-2.290,2.081,-4.000,23.193,235.168,74.951
-1.583,1.073,-2.825,104.919,-16.907,40.100
-0.938,0.609,-2.132,128.174,-61.035,12.146
-0.095,0.315,-2.020,56.519,-63.599,19.348
0.299,0.394,-1.527,-15.930,-106.384,39.734
0.371,0.355,-0.849,-52.002,-135.864,38.208
0.679,0.178,-0.578,-74.036,-131.042,17.700
0.822,0.184,-0.287,-86.060,-123.535,7.080
0.877,0.069,-0.163,-69.458,-121.216,-6.042
0.884,-0.000,-0.132,-52.185,-111.877,-17.578
0.884,-0.045,-0.174,-38.452,-98.633,-25.452
0.829,-0.064,-0.226,-25.940,-86.182,-30.151
0.761,-0.080,-0.285,-13.855,-74.768,-32.776
0.696,-0.073,-0.362,-5.493,-61.584,-32.776
0.637,-0.058,-0.454,0.732,-49.011,-30.640
0.594,-0.037,-0.561,6.042,-39.001,-27.222
0.572,-0.004,-0.671,9.216,-32.288,-22.827
0.568,0.044,-0.755,10.925,-30.090,-18.616
0.564,0.091,-0.806,12.512,-31.250,-15.137
0.560,0.134,-0.834,13.184,-34.058,-13.489
0.560,0.168,-0.852,12.329,-36.499,-13.550
0.560,0.205,-0.855,10.498,-39.246,-14.282
0.566,0.220,-0.862,7.935,-41.321,-16.296
0.569,0.235,-0.876,4.333,-43.213,-18.616
0.576,0.257,-0.883,1.953,-47.363,-20.081
0.596,0.255,-0.895,1.404,-54.321,-21.729
0.607,0.259,-0.905,-0.854,-62.256,-23.254
0.635,0.270,-0.906,-3.418,-72.083,-24.170
0.672,0.270,-0.886,-4.639,-83.740,-25.391
0.729,0.272,-0.866,-5.798,-95.764,-27.893
0.786,0.260,-0.838,-7.385,-107.483,-31.982
0.745,0.172,-0.777,-10.925,-118.347,-38.879
0.655,0.144,-0.660,-16.968,-123.962,-43.152
0.640,0.157,-0.567,-16.968,-123.413,-42.603
0.663,0.158,-0.530,-10.559,-118.103,-42.847
0.676,0.118,-0.533,-2.075,-113.708,-44.434
0.650,0.086,-0.530,3.906,-110.596,-44.617
0.655,0.061,-0.523,7.446,-108.093,-41.321
0.693,0.064,-0.487,11.108,-106.812,-35.645
0.718,0.073,-0.444,14.771,-104.614,-31.921

1.744,-0.583,1.049,-28.748,-72.876,-30.273
1.817,-0.675,1.543,-31.311,-62.805,-20.630
1.801,-0.757,2.022,-39.673,-32.471,-9.216
1.766,-0.759,2.356,-50.720,25.696,1.160
1.707,-0.618,2.470,-57.800,104.492,9.399
1.548,-0.540,2.328,-45.105,178.345,10.742
1.284,-0.457,2.044,-16.113,235.107,8.118
0.991,-0.353,1.692,20.386,273.437,5.981
0.695,-0.229,1.360,54.260,298.828,4.150
0.384,-0.144,1.069,76.233,320.312,3.235
0.119,-0.074,0.758,85.449,336.792,5.554
-0.172,-0.071,0.426,79.163,356.445,9.277
-0.422,-0.051,0.053,60.303,379.639,16.541
-0.619,0.020,-0.334,41.443,396.973,27.771
-0.738,0.174,-0.716,26.184,405.151,39.001
-0.855,0.318,-1.094,14.648,404.968,46.753
-1.039,0.498,-1.470,1.160,401.367,48.157
-1.234,0.614,-1.931,-13.977,401.001,42.603
-1.363,0.681,-2.463,-34.729,402.466,31.799
-1.339,0.713,-3.025,-61.951,394.287,16.479
-1.254,0.627,-3.568,-86.914,352.966,3.845
-0.963,0.595,-3.773,-97.229,253.174,0.488
-0.654,0.616,-3.437,-83.923,107.056,0.977
-0.412,0.511,-2.676,-48.279,-37.415,-10.681
-0.206,0.247,-1.769,-11.780,-148.743,-33.020
-0.035,-0.083,-0.905,11.841,-217.712,-53.589
0.119,-0.419,-0.225,25.085,-243.896,-65.369
0.210,-0.616,0.189,35.645,-233.215,-63.354
0.333,-0.681,0.227,36.499,-185.852,-51.941
0.473,-0.691,0.190,19.348,-130.066,-41.199
0.563,-0.638,0.100,3.845,-93.750,-30.396
0.606,-0.596,-0.004,5.859,-79.041,-22.156
0.618,-0.574,-0.093,15.686,-74.097,-13.855
0.621,-0.536,-0.176,25.391,-70.618,-4.883
0.648,-0.477,-0.275,33.508,-67.627,5.432
0.650,-0.372,-0.360,37.537,-63.477,16.785
0.656,-0.263,-0.440,36.133,-56.824,26.184
0.664,-0.151,-0.528,30.029,-48.401,32.959
0.670,-0.035,-0.617,20.935,-39.124,36.743
0.679,0.067,-0.699,11.475,-33.142,36.804
0.679,0.160,-0.765,4.761,-31.738,32.166
0.668,0.220,-0.817,1.953,-35.645,23.682
0.636,0.238,-0.858,1.221,-42.542,11.292
0.609,0.216,-0.897,0.732,-51.208,-1.892
0.595,0.170,-0.930,1.038,-61.829,-12.512
0.588,0.122,-0.932,1.282,-75.500,-20.142
0.580,0.062,-0.900,2.258,-90.820,-25.269
0.570,-0.003,-0.848,1.099,-104.553,-27.405
0.560,-0.061,-0.778,-3.052,-116.272,-25.879
0.566,-0.103,-0.693,-9.705,-125.366,-21.057
0.590,-0.125,-0.603,-16.968,-130.859,-14.221
0.646,-0.113,-0.534,-23.682,-133.606,-7.690
0.708,-0.096,-0.472,-28.259,-135.803,-3.967
0.753,-0.066,-0.407,-29.236,-138.184,-3.540
0.791,-0.053,-0.342,-24.719,-141.907,-6.165
0.828,-0.081,-0.294,-15.381,-146.057,-11.658
0.854,-0.141,-0.261,-5.859,-148.621,-17.395
0.881,-0.194,-0.218,-0.671,-148.437,-20.386
0.913,-0.241,-0.164,1.343,-147.339,-19.226
0.944,-0.283,-0.108,0.916,-144.470,-14.404

1.850,-0.769,0.867,-73.547,-26.855,31.860
1.868,-0.753,1.425,-106.079,-14.526,48.584
1.896,-0.571,2.051,-128.174,19.043,63.171
1.885,-0.384,2.475,-126.221,76.233,66.711
1.778,-0.265,2.513,-101.685,147.705,57.007
1.571,-0.193,2.259,-62.988,211.243,42.908
1.282,-0.148,1.907,-21.851,256.775,31.311
0.963,-0.099,1.553,7.080,292.236,24.353
0.656,-0.036,1.185,20.020,325.073,21.362
0.296,0.067,0.884,17.273,358.948,18.921
-0.152,0.148,0.586,6.348,398.804,13.916
-0.594,0.168,0.137,-5.371,446.350,7.507
-0.906,0.208,-0.533,-16.418,494.202,3.845
-1.260,0.436,-1.133,-26.001,522.339,0.244
-1.563,0.556,-1.648,-21.484,523.682,-14.587
-1.724,0.616,-2.242,0.061,501.587,-35.583
-1.773,0.547,-2.980,22.766,450.562,-54.688
-1.706,0.276,-3.687,32.593,365.906,-66.528
-1.449,-0.038,-4.000,23.376,253.540,-59.082
-1.060,-0.101,-3.718,8.850,113.525,-26.428
-0.686,-0.071,-2.753,1.648,-24.780,9.644
-0.280,-0.005,-1.750,-10.498,-119.812,31.738
0.058,0.011,-0.984,-19.470,-168.091,38.025
0.383,0.078,-0.363,-13.306,-189.941,31.921
0.528,-0.080,0.039,1.526,-179.138,12.329
0.634,-0.311,0.174,11.353,-142.883,-8.911
0.658,-0.465,0.203,14.099,-106.689,-14.587
0.665,-0.523,0.158,15.442,-74.707,-7.874
0.693,-0.482,0.059,16.052,-46.509,4.150
0.702,-0.377,-0.074,19.165,-24.841,15.259
0.686,-0.273,-0.238,28.748,-11.902,21.729
0.671,-0.180,-0.418,41.992,-7.324,23.682
0.638,-0.092,-0.581,52.673,-7.996,22.583
0.610,-0.015,-0.721,58.594,-10.498,19.226
0.577,0.040,-0.844,60.120,-14.893,14.343
0.542,0.072,-0.946,58.167,-21.423,9.277
0.528,0.099,-1.021,53.589,-30.273,5.737
0.503,0.100,-1.055,47.058,-42.114,3.235
0.490,0.093,-1.051,39.063,-55.115,2.075
0.494,0.091,-1.030,29.968,-66.833,3.235
0.507,0.120,-0.988,19.531,-77.393,5.615
0.531,0.168,-0.925,10.559,-87.463,7.812
0.576,0.210,-0.872,6.287,-97.717,7.690
0.613,0.251,-0.817,5.676,-108.582,5.249
0.650,0.276,-0.759,6.653,-118.469,0.000
0.685,0.275,-0.703,8.850,-126.953,-6.775
0.714,0.271,-0.658,10.681,-133.057,-14.526
