aX,aY,aZ,gX,gY,gZ
0.212,1.280,0.190,-9.827,18.066,-173.035
0.228,1.252,0.161,-11.475,21.057,-183.167
0.219,1.188,0.143,-15.686,20.081,-193.909
0.214,1.133,0.140,-21.912,16.663,-201.477
0.228,1.063,0.146,-28.198,12.817,-203.613
0.247,1.009,0.157,-32.349,9.888,-202.881
0.276,0.971,0.169,-33.936,7.202,-201.843
0.309,0.946,0.193,-33.447,4.517,-201.538
0.349,0.931,0.230,-31.128,2.808,-202.698
0.385,0.924,0.256,-27.039,3.174,-205.994
0.407,0.917,0.249,-21.301,5.920,-211.304
0.404,0.897,0.219,-15.991,8.911,-217.834

-1.045,1.588,0.601,82.214,73.547,402.527
-0.941,1.961,0.628,91.858,67.871,390.137
-0.713,2.449,0.781,101.746,58.960,368.469
-0.912,2.475,0.536,112.427,34.973,354.370
-0.555,2.606,0.525,86.548,45.410,330.872
-0.278,2.704,0.593,60.974,50.720,297.791
-0.144,2.771,0.595,52.246,38.696,247.925
-0.037,2.728,0.594,49.805,46.387,186.646
-0.004,2.616,0.499,58.228,57.129,125.549
-0.058,2.468,0.337,67.383,65.186,79.041
-0.084,2.344,0.192,67.749,67.322,53.040
-0.115,2.221,0.068,57.678,54.382,42.786
-0.114,2.145,0.031,39.795,34.302,39.307
-0.067,2.093,0.046,19.775,23.865,32.166
-0.042,2.008,0.069,5.188,22.461,16.785
-0.037,1.914,0.061,-0.732,21.912,-3.845
-0.055,1.785,0.040,-0.793,19.409,-26.672
-0.092,1.623,0.010,1.709,14.709,-47.119
-0.117,1.472,-0.013,3.967,7.874,-62.622
-0.151,1.323,-0.025,4.517,-0.244,-72.876
-0.198,1.202,-0.036,2.014,-6.836,-78.430
-0.194,1.077,-0.016,-3.662,-11.047,-77.820
-0.167,1.012,0.015,-10.681,-14.221,-72.021
-0.133,0.991,0.074,-17.212,-18.188,-64.453
-0.096,0.983,0.132,-20.325,-23.010,-58.655
-0.066,0.987,0.188,-20.081,-26.550,-56.946
-0.038,0.986,0.241,-16.968,-29.358,-58.350
-0.019,0.983,0.272,-13.000,-31.067,-60.608
0.001,0.977,0.293,-10.315,-30.151,-61.951
0.013,0.965,0.313,-9.094,-28.076,-62.256
0.030,0.973,0.350,-8.972,-25.024,-62.012
0.044,0.987,0.369,-9.033,-21.606,-61.707
0.052,0.996,0.373,-8.789,-17.822,-62.073
0.058,1.016,0.365,-8.423,-13.733,-62.012
0.068,1.046,0.358,-8.606,-9.766,-62.317
0.084,1.081,0.354,-8.667,-7.202,-63.477
0.095,1.111,0.328,-7.324,-5.371,-65.857
0.105,1.129,0.302,-7.141,-4.517,-70.190
0.113,1.136,0.282,-8.301,-4.089,-74.524
0.111,1.134,0.264,-10.193,-3.662,-78.247
0.116,1.132,0.254,-13.672,-3.662,-81.238
0.134,1.142,0.242,-18.005,-3.906,-82.947
0.156,1.160,0.235,-22.400,-3.174,-84.412
0.180,1.170,0.238,-27.893,-2.197,-87.402
0.201,1.165,0.250,-32.776,-1.709,-91.736
0.237,1.167,0.269,-35.828,-1.282,-96.558
0.251,1.166,0.268,-35.767,0.183,-102.783
0.251,1.166,0.255,-32.898,1.587,-110.474
0.263,1.160,0.229,-29.358,1.953,-118.408
0.265,1.146,0.198,-27.222,0.732,-126.282
0.267,1.118,0.181,-26.855,-1.404,-133.423
0.271,1.095,0.182,-27.283,-3.906,-139.404
0.282,1.080,0.189,-28.442,-4.639,-144.653
0.294,1.075,0.175,-30.090,-4.272,-148.987
0.294,1.046,0.152,-32.532,-3.784,-153.503
0.297,1.007,0.162,-37.964,-4.578,-156.555
0.321,0.973,0.187,-43.884,-5.432,-158.142
0.350,0.949,0.206,-47.302,-6.104,-159.424
0.376,0.922,0.222,-48.279,-6.470,-162.109
0.402,0.907,0.240,-46.265,-6.042,-165.955

-0.662,1.441,0.710,97.534,70.068,350.342
-0.663,1.674,0.637,100.525,80.933,335.876
-0.458,2.065,0.693,102.417,81.055,322.083
-0.670,2.108,0.460,109.131,57.129,318.054
-0.424,2.153,0.378,87.769,67.139,304.199
-0.190,2.334,0.476,58.350,73.547,290.222
-0.102,2.342,0.521,47.791,54.993,253.296
-0.032,2.309,0.560,52.124,56.091,202.332
-0.019,2.272,0.485,68.237,64.819,155.884
-0.026,2.168,0.343,85.205,67.017,121.765
-0.016,2.229,0.260,89.172,66.589,92.834
-0.022,2.221,0.185,88.440,58.411,74.402
-0.004,2.211,0.116,78.918,45.593,64.819
0.023,2.186,0.096,62.744,31.006,57.495
0.049,2.132,0.110,42.725,23.682,45.471
0.065,2.063,0.110,27.405,23.926,27.771
0.059,1.982,0.066,20.142,26.001,7.935
0.024,1.868,0.008,16.602,23.193,-10.864
-0.006,1.750,-0.014,12.024,15.198,-26.917
-0.026,1.641,-0.007,6.958,6.348,-38.879
-0.035,1.535,0.008,2.136,-0.183,-49.011
-0.040,1.434,0.023,-2.258,-4.211,-57.434
-0.042,1.341,0.048,-6.409,-7.629,-63.904
-0.034,1.272,0.072,-10.559,-11.169,-68.054
-0.022,1.229,0.103,-14.099,-15.320,-70.801
-0.007,1.193,0.125,-16.602,-19.287,-72.998
0.003,1.153,0.160,-19.348,-23.193,-75.012
0.022,1.129,0.206,-22.705,-26.611,-76.294
0.043,1.114,0.247,-25.757,-29.114,-77.271
0.068,1.106,0.287,-28.015,-30.518,-78.491
0.084,1.102,0.311,-29.236,-30.396,-80.933
0.096,1.094,0.322,-30.457,-29.175,-83.801
0.107,1.082,0.331,-32.532,-27.649,-86.426
0.121,1.058,0.335,-34.851,-26.062,-88.867
0.127,1.041,0.335,-36.926,-24.353,-90.942
0.137,1.041,0.343,-38.574,-22.827,-92.407
0.161,1.057,0.343,-38.757,-20.752,-93.323
0.177,1.083,0.326,-37.292,-18.494,-94.971
0.196,1.123,0.321,-36.133,-16.907,-97.717
0.224,1.165,0.326,-34.729,-16.296,-102.173
0.239,1.202,0.317,-31.799,-16.418,-108.826
0.256,1.242,0.311,-31.128,-16.724,-117.065
0.271,1.264,0.295,-33.325,-15.808,-124.817
0.283,1.261,0.267,-37.964,-14.343,-130.859
0.295,1.235,0.244,-44.434,-14.465,-137.207
0.303,1.194,0.248,-52.551,-15.808,-142.700
0.316,1.147,0.260,-58.350,-16.235,-147.400
0.325,1.118,0.288,-60.486,-16.602,-152.710
0.346,1.123,0.314,-58.899,-15.564,-158.813
0.367,1.145,0.331,-53.955,-13.245,-167.542
0.377,1.159,0.315,-46.265,-10.681,-179.749
0.367,1.162,0.293,-37.598,-9.583,-195.435
0.349,1.146,0.259,-31.555,-10.010,-211.914
0.324,1.094,0.222,-32.043,-10.864,-225.891
0.305,1.019,0.218,-40.222,-10.071,-234.680
0.303,0.945,0.236,-52.551,-8.240,-239.075
0.302,0.871,0.261,-64.392,-5.920,-241.272
0.300,0.787,0.278,-72.449,-4.639,-242.798
0.295,0.721,0.276,-76.050,-3.601,-244.690
0.303,0.659,0.273,-75.928,-3.601,-247.314

-0.874,1.757,0.430,83.862,104.736,402.710
-0.744,2.074,0.391,79.529,105.591,383.606
-0.588,2.219,0.424,80.811,88.501,348.877
-0.418,2.255,0.500,86.853,63.232,304.260
-0.552,2.192,0.477,97.290,37.659,266.846
-0.504,2.192,0.428,91.553,31.494,248.108
-0.383,2.265,0.446,68.604,42.603,231.750
-0.259,2.361,0.479,50.049,44.373,211.304
-0.171,2.437,0.516,43.518,50.293,174.866
-0.132,2.425,0.483,50.537,54.626,130.432
-0.137,2.331,0.367,63.354,56.824,88.684
-0.177,2.235,0.265,69.153,53.711,55.054
-0.214,2.129,0.134,65.369,43.640,33.997
-0.235,2.032,0.056,51.331,30.884,22.156
-0.215,1.937,0.060,31.372,24.231,12.573
-0.177,1.844,0.089,13.733,21.057,1.404
-0.158,1.747,0.102,4.272,18.311,-13.428
-0.165,1.635,0.082,1.465,14.526,-30.518
-0.191,1.522,0.058,0.488,8.484,-45.593
-0.200,1.408,0.045,-1.953,1.526,-56.519
-0.198,1.295,0.062,-6.287,-4.883,-64.026
-0.185,1.207,0.114,-11.902,-10.193,-68.359
-0.156,1.141,0.151,-16.602,-13.367,-70.557
-0.123,1.088,0.186,-19.226,-13.855,-71.838
-0.102,1.044,0.220,-20.508,-13.977,-72.937
-0.084,1.009,0.257,-20.569,-15.869,-73.914
-0.066,0.994,0.281,-19.409,-17.273,-74.707
-0.048,1.001,0.300,-19.348,-17.334,-75.134
-0.023,1.023,0.338,-20.569,-16.174,-74.829
0.006,1.060,0.368,-21.362,-14.038,-75.012
0.031,1.097,0.372,-21.301,-11.108,-76.233
0.047,1.128,0.364,-20.996,-9.094,-78.491
0.064,1.155,0.359,-21.057,-8.240,-82.581
0.086,1.169,0.357,-22.034,-7.751,-87.585
0.096,1.176,0.347,-24.231,-6.714,-93.079
0.104,1.174,0.350,-27.161,-5.859,-98.572
0.107,1.182,0.354,-30.151,-4.456,-103.577
0.117,1.206,0.354,-32.654,-1.526,-107.971
0.135,1.232,0.346,-33.936,0.916,-113.159
0.151,1.258,0.327,-32.715,1.709,-120.850
0.160,1.255,0.294,-30.212,1.099,-130.859
0.158,1.244,0.272,-29.846,-0.122,-142.334
0.159,1.220,0.245,-32.104,0.000,-151.978
0.160,1.197,0.222,-37.781,0.549,-159.546
0.158,1.163,0.200,-45.471,1.404,-165.039
0.172,1.131,0.216,-53.772,0.977,-168.823
0.199,1.115,0.253,-60.608,0.671,-172.668
0.225,1.098,0.268,-62.805,2.075,-177.917
0.243,1.091,0.264,-60.181,4.089,-184.875
0.247,1.081,0.250,-54.504,4.211,-194.153
0.255,1.066,0.236,-46.143,2.747,-204.834
0.255,1.043,0.215,-36.499,0.244,-216.431
0.260,1.008,0.194,-28.687,-2.930,-227.844
0.276,0.970,0.187,-25.146,-5.310,-238.159
0.280,0.916,0.182,-26.123,-5.676,-246.155
0.281,0.849,0.175,-31.616,-4.700,-251.282
0.286,0.779,0.176,-40.894,-2.747,-252.686
0.294,0.714,0.187,-50.903,-1.587,-251.587
0.312,0.637,0.193,-58.167,-1.404,-249.084
0.324,0.562,0.202,-61.035,-2.441,-245.850

-0.816,1.486,0.634,49.194,11.353,397.278
-0.702,1.866,0.643,35.522,20.569,399.536
-0.530,2.201,0.696,27.893,26.733,382.629
-0.313,2.446,0.737,30.762,29.907,346.130
-0.252,2.531,0.695,45.532,26.611,297.119
-0.291,2.432,0.530,54.138,22.644,255.615
-0.178,2.378,0.447,40.100,34.546,220.459
-0.131,2.319,0.365,23.254,40.588,191.833
-0.069,2.283,0.380,10.071,46.692,159.668
-0.052,2.218,0.337,8.911,49.988,126.038
-0.056,2.141,0.262,17.029,51.147,94.849
-0.070,2.070,0.177,25.330,46.936,68.665
-0.102,2.000,0.075,29.114,35.278,50.781
-0.102,1.946,0.020,24.902,22.400,38.757
-0.065,1.902,0.015,15.991,14.893,25.818
-0.047,1.849,0.015,8.606,12.390,8.728
-0.049,1.789,0.012,5.554,10.071,-10.132
-0.048,1.712,0.007,4.944,6.104,-28.809
-0.051,1.633,0.005,5.127,0.488,-45.227
-0.060,1.531,0.023,2.991,-5.310,-59.204
-0.065,1.423,0.049,-0.732,-9.521,-71.472
-0.061,1.324,0.077,-5.005,-11.780,-80.627
-0.089,1.218,0.098,-10.132,-13.367,-85.693
-0.085,1.117,0.116,-16.602,-14.221,-86.426
-0.062,1.044,0.149,-22.949,-15.503,-83.374
-0.037,0.992,0.187,-27.344,-18.738,-79.651
-0.018,0.962,0.232,-29.175,-21.301,-76.782
0.004,0.963,0.267,-26.978,-21.362,-75.012
0.022,0.990,0.285,-21.790,-21.118,-74.341
0.044,1.023,0.288,-15.259,-23.071,-76.355
0.056,1.048,0.287,-10.925,-24.353,-79.468
0.078,1.069,0.290,-11.230,-23.193,-81.909
0.102,1.089,0.302,-15.625,-20.081,-82.947
0.121,1.099,0.317,-22.156,-15.869,-84.290
0.130,1.108,0.329,-28.320,-10.803,-86.548
0.130,1.124,0.334,-32.043,-6.531,-89.783
0.149,1.148,0.341,-33.081,-3.052,-93.445
0.158,1.179,0.333,-31.128,-0.977,-98.755
0.163,1.211,0.328,-26.123,-0.610,-105.591
0.186,1.251,0.302,-18.311,-2.014,-113.831
0.195,1.295,0.254,-9.399,-3.967,-124.634
0.199,1.317,0.208,-4.028,-6.958,-136.719
0.201,1.336,0.200,-6.042,-10.193,-147.949
0.206,1.335,0.193,-13.855,-10.010,-157.288
0.203,1.320,0.185,-25.940,-7.568,-164.246
0.211,1.293,0.195,-39.307,-4.456,-170.166
0.227,1.256,0.209,-50.842,-2.625,-176.636
0.245,1.204,0.213,-56.335,-2.502,-185.120
0.250,1.139,0.218,-55.908,-4.333,-195.984
0.249,1.074,0.219,-50.903,-7.507,-207.031
0.252,1.010,0.209,-43.213,-11.353,-217.102
0.257,0.949,0.205,-34.668,-14.709,-225.769
0.261,0.889,0.201,-27.039,-17.517,-233.032
0.276,0.843,0.202,-22.339,-18.433,-238.403
0.280,0.804,0.187,-20.508,-17.639,-242.554
0.279,0.764,0.177,-22.705,-15.381,-245.544
0.293,0.741,0.183,-30.273,-12.451,-246.216
0.288,0.645,0.196,-40.100,-9.583,-245.178
0.299,0.581,0.189,-52.612,-5.493,-242.676
0.339,0.523,0.190,-64.148,-1.831,-238.647

-0.836,1.399,0.487,85.876,110.840,407.166
-0.859,1.616,0.414,89.966,119.385,386.230
-0.833,1.839,0.336,93.811,120.789,364.197
-0.755,2.037,0.256,98.083,117.126,338.928
-0.680,2.209,0.209,102.783,109.497,309.631
-0.595,2.341,0.164,105.896,101.807,277.466
-0.488,2.438,0.115,105.957,94.482,244.568
-0.376,2.535,0.105,106.323,85.022,212.830
-0.449,2.458,-0.061,106.079,71.655,188.110
-0.304,2.406,-0.077,91.919,68.787,166.565
-0.167,2.464,-0.065,73.059,63.965,142.944
-0.130,2.427,-0.021,63.965,58.289,109.375
-0.145,2.341,-0.030,64.148,55.847,72.815
-0.137,2.241,-0.087,64.758,51.819,43.274
-0.163,2.121,-0.140,60.791,44.312,22.034
-0.176,2.013,-0.158,49.866,33.997,8.240
-0.169,1.937,-0.172,35.156,25.330,-2.441
-0.143,1.852,-0.145,18.982,18.372,-16.235
-0.122,1.751,-0.088,4.761,9.827,-33.997
-0.113,1.622,-0.034,-3.418,-0.061,-52.979
-0.106,1.492,0.015,-6.348,-9.705,-70.374
-0.104,1.357,0.058,-6.287,-18.311,-84.473
-0.105,1.228,0.105,-5.554,-24.658,-94.543
-0.095,1.118,0.132,-5.981,-27.771,-100.281
-0.075,1.033,0.160,-8.545,-28.320,-102.478
-0.063,0.992,0.201,-13.184,-27.344,-101.440
-0.039,0.986,0.245,-18.921,-26.062,-98.694
-0.011,0.990,0.274,-24.292,-23.926,-95.276
0.018,1.008,0.316,-29.358,-21.912,-92.834
0.050,1.034,0.350,-33.569,-19.714,-91.980
0.076,1.071,0.361,-36.499,-16.357,-93.018
0.094,1.104,0.352,-38.635,-12.024,-95.581
0.112,1.134,0.344,-40.283,-8.057,-99.731
0.120,1.153,0.338,-40.405,-5.737,-105.469
0.126,1.169,0.328,-38.452,-4.333,-111.572
0.131,1.203,0.322,-34.851,-3.235,-117.981
0.152,1.253,0.305,-29.419,-2.441,-124.817
0.169,1.304,0.269,-24.353,-2.441,-133.362
0.173,1.338,0.232,-23.926,-2.991,-143.860
0.163,1.338,0.196,-29.114,-4.150,-152.832
0.154,1.339,0.196,-39.551,-4.700,-159.424
0.169,1.333,0.203,-51.514,-4.333,-164.062
0.182,1.316,0.218,-61.584,-3.357,-169.067
0.196,1.281,0.237,-67.810,-2.441,-176.270
0.218,1.233,0.246,-69.885,-2.075,-185.364
0.237,1.190,0.257,-68.237,-1.892,-195.862
0.250,1.142,0.259,-62.500,-1.282,-207.642
0.254,1.093,0.242,-54.932,-0.183,-219.299
0.249,1.039,0.197,-47.424,0.916,-230.347
0.243,0.994,0.162,-41.809,0.366,-239.563
0.250,0.947,0.154,-39.490,-0.854,-246.704
0.256,0.887,0.146,-39.673,-1.709,-251.587
0.272,0.823,0.136,-41.748,-1.770,-254.639
0.289,0.775,0.137,-46.509,-1.709,-255.493
0.299,0.687,0.126,-51.147,-1.953,-255.737
0.307,0.618,0.125,-56.885,-1.892,-254.272
0.337,0.563,0.146,-62.683,-1.282,-250.732
0.371,0.513,0.158,-64.209,-0.671,-246.704
0.396,0.488,0.166,-63.171,-0.122,-244.812
0.407,0.432,0.153,-59.753,0.183,-243.958

-0.825,1.474,0.510,-10.071,114.319,474.976
-0.793,1.634,0.530,16.357,111.755,437.134
-0.837,1.624,0.415,52.307,109.131,394.592
-0.848,1.732,0.328,82.214,108.826,359.924
-0.836,1.852,0.238,96.497,112.793,329.956
-0.803,1.986,0.134,100.952,113.647,303.406
-0.727,2.093,0.101,97.168,111.572,277.344
-0.665,2.159,0.046,92.224,109.070,249.207
-0.607,2.211,-0.004,87.646,105.042,219.666
-0.567,2.224,-0.094,83.984,101.257,188.538
-0.520,2.222,-0.165,79.651,94.543,157.654
-0.477,2.193,-0.197,74.829,84.229,127.258
-0.490,2.146,-0.247,69.763,71.350,101.135
-0.455,2.094,-0.279,61.523,59.753,79.956
-0.416,2.058,-0.264,50.720,48.645,61.462
-0.360,2.031,-0.206,41.931,38.147,41.504
-0.324,1.977,-0.165,38.574,28.564,18.860
-0.317,1.894,-0.154,38.574,21.301,-3.113
-0.314,1.795,-0.138,37.109,14.526,-21.912
-0.328,1.688,-0.137,32.898,7.141,-37.170
-0.315,1.595,-0.111,24.963,0.854,-49.316
-0.301,1.502,-0.068,15.442,-5.371,-60.120
-0.292,1.402,-0.024,6.470,-11.719,-69.397
-0.269,1.314,0.015,-0.549,-17.273,-75.745
-0.244,1.235,0.061,-5.371,-22.339,-80.200
-0.221,1.165,0.099,-7.874,-26.306,-83.862
-0.207,1.113,0.146,-8.484,-28.564,-86.853
-0.194,1.069,0.190,-7.202,-29.480,-89.661
-0.185,1.034,0.216,-5.981,-29.175,-92.163
-0.175,1.005,0.231,-6.287,-27.954,-93.567
-0.155,0.988,0.244,-7.446,-26.611,-93.872
-0.135,0.983,0.253,-9.094,-24.719,-93.323
-0.124,0.991,0.251,-11.475,-22.339,-92.163
-0.112,1.008,0.244,-14.954,-19.775,-91.187
-0.100,1.036,0.225,-18.494,-17.883,-90.149
-0.079,1.065,0.234,-22.766,-17.822,-89.111
-0.048,1.099,0.239,-26.123,-18.188,-88.623
-0.022,1.127,0.240,-27.405,-17.822,-89.539
-0.004,1.151,0.221,-27.954,-16.418,-91.736
0.006,1.166,0.184,-29.907,-14.832,-94.788
-0.001,1.162,0.151,-32.532,-13.672,-97.900
-0.001,1.142,0.151,-38.208,-14.954,-100.281
0.026,1.124,0.163,-44.495,-16.785,-101.257
0.046,1.113,0.182,-48.645,-17.395,-102.600
0.060,1.104,0.185,-51.086,-16.174,-105.469
0.071,1.098,0.167,-52.246,-13.184,-108.887
0.078,1.085,0.145,-51.575,-11.658,-113.037
0.083,1.078,0.122,-49.255,-12.146,-117.798
0.091,1.079,0.090,-47.119,-13.794,-122.864
0.107,1.096,0.084,-47.424,-15.747,-127.319
0.138,1.135,0.081,-49.622,-16.479,-131.958
0.151,1.169,0.077,-52.124,-15.503,-138.794
0.161,1.191,0.065,-54.382,-13.916,-146.973
0.198,1.231,0.073,-56.335,-13.855,-156.067
0.244,1.268,0.094,-55.786,-13.916,-168.335
0.269,1.274,0.097,-51.697,-13.733,-185.059
0.266,1.236,0.070,-44.739,-14.771,-204.651
0.251,1.181,0.042,-37.354,-18.250,-222.900
0.243,1.131,0.033,-31.616,-22.644,-237.183
0.256,1.094,0.057,-29.236,-26.611,-247.498

-0.692,-1.450,0.569,41.077,-2.930,392.029
-1.006,-1.028,0.575,48.218,13.000,456.848
-1.240,-0.423,0.652,45.166,31.250,517.883
-1.456,0.245,0.743,34.790,52.612,565.796
-1.547,0.984,0.706,22.766,78.979,601.685
-1.479,1.674,0.611,8.301,104.370,615.479
-1.180,2.250,0.614,-1.160,117.920,593.567
-0.893,2.475,0.625,16.357,117.126,530.823
-0.754,2.474,0.550,64.270,111.694,445.190
-0.742,2.356,0.401,115.784,105.774,360.718
-0.711,2.278,0.229,150.635,100.220,296.936
-0.632,2.217,0.141,163.391,92.834,255.615
-0.546,2.173,0.125,160.339,83.069,230.591
-0.393,2.182,0.173,148.437,72.937,214.539
-0.421,2.182,0.179,134.949,57.495,205.688
-0.298,2.186,0.154,113.892,49.255,199.341
-0.179,2.226,0.200,87.830,50.964,184.204
-0.097,2.215,0.211,70.068,48.584,158.630
-0.059,2.185,0.217,63.477,50.964,122.986
-0.074,2.127,0.152,66.772,52.185,87.158
-0.097,2.052,0.041,69.580,51.086,58.350
-0.151,1.977,-0.056,65.613,43.884,38.025
-0.170,1.916,-0.095,53.467,32.593,25.635
-0.157,1.866,-0.095,38.574,23.499,15.747
-0.141,1.808,-0.062,25.635,18.616,3.723
-0.129,1.740,-0.048,18.433,13.977,-10.254
-0.130,1.659,-0.047,15.381,7.751,-25.574
-0.136,1.576,-0.048,13.000,1.282,-38.391
-0.139,1.490,-0.034,8.545,-3.845,-47.729
-0.130,1.417,-0.001,1.770,-8.362,-54.199
-0.114,1.352,0.047,-5.066,-11.902,-59.021
-0.097,1.293,0.100,-12.268,-14.648,-63.354
-0.080,1.247,0.156,-18.860,-16.907,-68.054
-0.067,1.209,0.206,-22.156,-18.860,-72.998
-0.044,1.182,0.252,-22.461,-20.447,-77.881
-0.024,1.181,0.282,-21.057,-20.996,-83.374
-0.001,1.192,0.295,-19.043,-20.020,-89.233
0.009,1.202,0.295,-18.188,-18.494,-95.703
0.011,1.193,0.293,-20.447,-17.090,-101.685
0.019,1.182,0.294,-25.635,-15.259,-105.591
0.035,1.176,0.303,-31.738,-13.611,-107.788
0.056,1.166,0.314,-36.377,-12.634,-109.253
0.089,1.160,0.317,-39.063,-11.658,-111.633
0.119,1.154,0.317,-39.368,-9.766,-115.112
0.139,1.137,0.317,-37.109,-8.423,-120.728
0.171,1.119,0.320,-33.508,-7.690,-126.953
0.186,1.100,0.305,-28.625,-7.812,-134.033
0.183,1.075,0.268,-21.729,-7.751,-141.418
0.198,1.079,0.245,-18.066,-7.874,-147.156
0.224,1.088,0.251,-17.578,-7.019,-151.672
0.249,1.100,0.248,-17.639,-5.615,-156.372
0.273,1.109,0.251,-18.127,-3.418,-161.804
0.294,1.110,0.248,-18.860,-1.282,-167.664
0.316,1.103,0.237,-20.203,0.000,-174.744
0.326,1.059,0.212,-22.949,0.671,-182.129
0.322,1.003,0.217,-29.419,1.038,-188.293
0.343,0.945,0.254,-37.598,1.648,-192.017
0.369,0.907,0.273,-44.556,5.493,-192.871
0.373,0.884,0.274,-49.377,11.597,-192.749
0.390,0.868,0.247,-51.819,16.724,-191.589

-0.603,1.453,0.695,74.280,5.127,427.307
-0.519,1.633,0.747,68.054,14.465,412.048
-0.433,1.747,0.779,68.665,21.484,387.146
-0.309,1.886,0.848,74.341,27.588,356.018
-0.475,1.943,0.722,85.449,25.696,330.139
-0.427,2.025,0.608,80.505,33.081,313.293
-0.328,2.184,0.568,59.448,46.082,293.274
-0.312,2.260,0.515,37.292,49.133,265.625
-0.177,2.268,0.522,20.996,56.824,229.370
-0.178,2.264,0.510,18.372,60.364,187.561
-0.186,2.169,0.431,27.588,61.157,147.644
-0.203,2.082,0.298,38.452,60.608,117.126
-0.231,1.994,0.195,42.236,53.955,95.520
-0.215,1.942,0.152,37.964,44.067,78.674
-0.201,1.879,0.145,32.837,36.682,61.951
-0.194,1.811,0.141,30.518,33.325,42.847
-0.194,1.735,0.128,30.334,29.175,22.705
-0.203,1.652,0.090,31.006,23.254,4.883
-0.203,1.564,0.069,28.625,16.174,-8.972
-0.198,1.486,0.076,22.339,8.545,-19.775
-0.196,1.412,0.085,15.015,2.625,-28.870
-0.187,1.342,0.104,7.141,-1.648,-36.804
-0.169,1.272,0.135,-0.793,-5.554,-42.603
-0.155,1.198,0.162,-8.362,-10.864,-46.631
-0.145,1.108,0.196,-15.747,-16.113,-49.316
-0.118,1.034,0.253,-22.705,-19.714,-50.354
-0.087,0.983,0.308,-26.489,-21.362,-51.086
-0.064,0.938,0.347,-25.757,-22.217,-52.185
-0.054,0.909,0.378,-22.034,-22.522,-53.528
-0.044,0.907,0.401,-17.456,-22.400,-54.871
-0.029,0.926,0.425,-12.756,-21.423,-56.641
-0.021,0.958,0.445,-7.568,-19.653,-59.753
-0.006,1.005,0.452,-2.014,-16.541,-63.904
0.000,1.057,0.425,2.563,-12.878,-69.580
0.001,1.085,0.402,3.723,-9.766,-75.317
-0.007,1.119,0.389,0.977,-7.019,-80.322
-0.021,1.164,0.379,-4.761,-4.089,-84.045
-0.026,1.235,0.365,-11.292,-0.977,-87.219
-0.008,1.315,0.350,-17.456,1.465,-91.431
0.017,1.389,0.353,-21.912,3.479,-98.816
0.049,1.447,0.365,-23.193,4.395,-111.023
0.056,1.476,0.362,-19.470,4.944,-127.686
0.049,1.490,0.346,-12.146,4.700,-147.522
0.068,1.516,0.341,-5.981,4.028,-168.579
0.069,1.523,0.329,-1.526,3.357,-190.674
0.077,1.493,0.307,0.366,2.014,-211.365
0.079,1.437,0.298,-2.930,0.671,-229.553
0.079,1.385,0.321,-11.902,-0.244,-244.141
0.104,1.336,0.375,-24.719,0.305,-254.944
0.134,1.279,0.421,-36.255,2.197,-262.817
0.164,1.216,0.456,-46.509,4.761,-270.569
0.184,1.151,0.486,-55.359,7.141,-278.442
0.185,1.039,0.512,-61.646,8.179,-285.767
0.197,0.951,0.526,-67.078,11.475,-290.405
0.222,0.882,0.539,-71.655,16.968,-292.419
0.238,0.796,0.521,-70.984,20.691,-294.250
0.246,0.710,0.505,-67.993,21.790,-296.326
0.265,0.633,0.501,-63.904,21.606,-297.791
0.267,0.536,0.500,-59.326,21.362,-298.828
0.280,0.459,0.478,-57.739,23.682,-297.119

-0.948,1.239,0.658,99.548,84.351,387.085
-0.961,1.543,0.583,105.164,92.285,377.991
-0.897,1.858,0.514,108.093,95.276,362.183
-0.789,2.078,0.471,107.544,92.834,335.144
-0.662,2.203,0.481,105.896,86.670,298.523
-0.525,2.242,0.471,107.178,80.505,257.690
-0.546,2.192,0.411,109.497,73.486,217.834
-0.535,2.111,0.312,105.591,68.054,188.293
-0.453,2.065,0.270,90.637,70.129,166.687
-0.378,2.100,0.258,76.477,69.214,146.851
-0.326,2.133,0.252,69.092,68.726,123.230
-0.314,2.151,0.201,68.237,66.162,99.670
-0.285,2.167,0.141,66.406,57.739,78.857
-0.279,2.164,0.078,60.425,45.288,58.655
-0.255,2.112,0.062,50.110,32.166,37.476
-0.230,2.035,0.073,40.771,25.452,16.235
-0.217,1.961,0.066,31.433,20.874,-6.226
-0.230,1.838,0.067,25.391,15.442,-29.114
-0.250,1.704,0.068,21.301,8.911,-48.523
-0.266,1.570,0.063,18.372,2.197,-63.477
-0.286,1.453,0.064,14.038,-3.479,-73.181
-0.275,1.369,0.079,7.935,-8.240,-78.674
-0.277,1.312,0.116,0.000,-12.024,-82.214
-0.272,1.272,0.131,-5.920,-14.465,-84.351
-0.248,1.256,0.177,-11.841,-17.395,-86.365
-0.221,1.246,0.220,-16.602,-20.203,-89.294
-0.192,1.235,0.260,-19.409,-22.095,-93.628
-0.181,1.208,0.275,-21.362,-21.667,-99.182
-0.177,1.195,0.292,-23.437,-20.447,-104.553
-0.166,1.175,0.302,-25.757,-20.142,-108.459
-0.155,1.156,0.315,-28.076,-21.118,-111.206
-0.137,1.149,0.332,-30.396,-21.851,-112.427
-0.119,1.157,0.345,-33.142,-22.034,-112.854
-0.104,1.170,0.353,-36.316,-21.179,-113.220
-0.083,1.203,0.361,-39.978,-19.470,-113.586
