aX,aY,aZ,gX,gY,gZ
0.039,-1.233,0.524,66.040,43.579,94.910
0.029,-1.218,0.473,69.946,43.457,101.685
0.029,-1.206,0.426,71.594,42.542,110.046
0.035,-1.195,0.396,69.885,40.100,119.202
0.050,-1.154,0.374,66.284,36.804,129.272
0.070,-1.102,0.351,63.599,33.630,139.648
0.095,-1.058,0.333,62.256,31.433,149.780
0.123,-1.039,0.332,62.561,30.273,159.302
0.162,-0.982,0.328,63.477,29.602,167.908
0.193,-0.888,0.294,65.796,29.541,174.866
0.218,-0.825,0.269,68.481,32.043,179.871
0.252,-0.781,0.259,68.054,34.302,182.861
0.274,-0.767,0.240,64.636,35.950,184.265
0.304,-0.734,0.221,60.425,36.316,183.838
0.336,-0.691,0.176,57.190,36.560,182.922
0.357,-0.657,0.113,54.749,38.147,181.702
0.370,-0.622,0.063,50.049,38.574,180.725
0.384,-0.594,0.020,44.006,36.316,180.237
0.403,-0.578,0.023,38.086,31.006,180.603
0.435,-0.548,0.051,33.447,24.109,180.664

-1.382,1.157,-0.122,89.478,-65.186,-634.766
-1.593,0.693,-0.220,122.986,-67.871,-708.191
-1.744,0.102,-0.303,100.098,-70.496,-733.215
-1.895,-0.519,-0.252,24.963,-77.698,-708.313
-2.141,-1.260,0.174,-84.290,-88.684,-659.241
-2.329,-1.966,0.780,-188.721,-107.483,-602.173
-2.368,-2.630,1.394,-231.018,-120.239,-533.508
-2.328,-3.365,1.971,-198.975,-108.215,-460.815
-2.106,-3.851,2.194,-128.418,-80.627,-393.860
-1.882,-4.000,1.861,-57.373,-43.335,-336.182
-1.657,-4.000,1.409,-8.606,-10.498,-276.306
-1.419,-3.884,0.878,16.907,12.024,-212.402
-1.167,-3.596,0.484,21.484,18.311,-149.902
-0.862,-3.239,0.259,12.451,7.690,-91.980
-0.497,-2.862,0.107,0.000,-7.324,-40.833
-0.148,-2.510,-0.047,-11.719,-16.113,1.465
0.103,-2.208,-0.184,-22.766,-13.733,34.241
0.228,-1.948,-0.180,-33.813,-8.057,56.274
0.287,-1.752,-0.119,-38.696,-5.432,67.688
0.321,-1.613,-0.008,-32.593,-6.042,66.833
0.304,-1.533,0.112,-14.526,-7.568,53.955
0.232,-1.534,0.167,11.902,-7.446,35.217
0.098,-1.607,0.183,35.889,-6.531,19.531
-0.037,-1.687,0.232,47.729,-5.859,14.648
-0.147,-1.747,0.308,48.401,-5.798,19.775
-0.234,-1.750,0.367,43.335,-5.005,32.043
-0.297,-1.722,0.417,35.400,-1.587,49.805
-0.323,-1.657,0.435,27.344,3.601,70.068
-0.340,-1.575,0.416,21.179,9.094,87.952
-0.340,-1.500,0.384,17.090,13.123,102.966
-0.342,-1.432,0.366,14.160,13.855,114.685
-0.329,-1.378,0.366,14.404,12.085,122.742
-0.299,-1.319,0.353,18.250,8.545,128.052
-0.269,-1.267,0.330,24.292,6.042,132.568
-0.242,-1.217,0.315,29.236,3.906,136.780
-0.210,-1.192,0.314,32.593,3.479,141.968
-0.191,-1.177,0.332,33.752,4.089,146.912
-0.155,-1.153,0.322,34.302,6.470,153.076
-0.125,-1.120,0.286,34.790,11.230,161.011
-0.109,-1.092,0.267,32.715,15.137,167.908
-0.074,-1.082,0.236,29.114,16.968,171.997
-0.047,-1.070,0.200,26.184,16.296,176.880
-0.011,-1.043,0.173,23.193,14.465,182.373
0.025,-1.007,0.153,20.630,11.841,187.988
0.059,-0.978,0.143,18.799,9.216,194.214
0.091,-0.935,0.150,17.639,7.446,199.524
0.113,-0.895,0.159,17.578,5.676,202.393
0.135,-0.885,0.178,18.188,4.944,203.247
0.156,-0.874,0.210,17.029,3.357,202.271
0.189,-0.862,0.231,16.968,3.174,201.416
0.226,-0.829,0.225,19.226,6.470,202.393
0.249,-0.786,0.203,22.339,11.719,203.491
0.271,-0.753,0.165,24.475,16.418,204.163
0.307,-0.703,0.125,22.766,17.944,205.017
0.331,-0.650,0.098,19.897,17.273,206.604
0.359,-0.591,0.103,16.113,14.648,207.520
0.392,-0.532,0.118,13.367,10.559,206.970
0.421,-0.495,0.145,12.451,7.812,204.285
0.455,-0.498,0.178,12.695,7.324,199.463
0.483,-0.487,0.197,13.306,6.348,192.444

-0.739,1.393,-0.578,-155.701,-88.318,-356.934
-0.985,1.153,-0.571,-117.554,-126.221,-432.983
-1.210,0.686,-0.362,-77.332,-177.063,-509.216
-1.360,0.049,-0.003,-38.757,-231.140,-580.017
-1.557,-0.787,0.629,-19.470,-272.827,-636.597
-1.755,-1.981,1.378,-23.682,-292.480,-663.513
-1.868,-3.243,1.865,-44.495,-288.696,-623.840
-1.729,-4.000,2.515,-82.825,-242.737,-512.207
-1.342,-4.000,3.045,-110.657,-161.621,-367.920
-0.888,-4.000,2.685,-81.055,-69.946,-243.713
-0.708,-4.000,1.996,-31.921,2.075,-169.922
-0.485,-3.775,1.351,-10.559,29.297,-124.878
-0.241,-3.373,0.934,-7.019,24.292,-79.468
0.010,-2.873,0.641,-6.592,14.771,-33.264
0.267,-2.341,0.352,-4.028,10.986,6.531
0.445,-1.887,0.090,-2.197,11.108,32.532
0.547,-1.581,-0.090,-1.160,10.803,46.143
0.627,-1.354,-0.163,1.770,4.822,55.359
0.707,-1.149,-0.158,6.836,-3.479,59.387
0.747,-0.976,-0.043,9.338,-11.719,56.030
0.793,-0.857,0.101,11.719,-17.334,49.683
0.803,-0.799,0.225,17.517,-18.188,41.321
0.731,-0.761,0.333,26.245,-14.526,32.043
0.645,-0.768,0.433,34.912,-10.681,22.217
0.534,-0.828,0.525,40.833,-7.690,10.925
0.421,-0.923,0.588,41.992,-1.831,2.075
0.317,-1.038,0.645,37.537,6.958,-1.526
0.224,-1.156,0.674,30.090,17.395,-1.831
0.146,-1.267,0.671,25.940,25.940,0.549
0.096,-1.322,0.658,25.696,31.677,5.676
0.072,-1.368,0.571,30.396,35.767,12.939
0.042,-1.367,0.523,34.302,37.659,21.057
0.017,-1.357,0.460,37.170,38.635,30.396
0.026,-1.322,0.382,39.856,38.757,42.053
0.033,-1.267,0.323,41.138,38.147,54.138
0.047,-1.205,0.277,41.870,36.560,64.636
0.061,-1.165,0.282,42.542,33.203,73.547
0.089,-1.150,0.306,45.105,30.579,80.444
0.116,-1.121,0.312,50.049,27.954,85.388
0.140,-1.121,0.314,56.030,26.367,89.050
0.165,-1.127,0.320,60.913,25.513,92.224
0.186,-1.157,0.326,64.270,24.536,95.459
0.202,-1.181,0.331,66.101,23.499,100.220
0.224,-1.193,0.318,67.261,23.010,106.689
0.252,-1.184,0.291,65.735,22.888,114.502
0.278,-1.154,0.265,60.852,23.437,123.596
0.292,-1.113,0.245,53.528,24.048,132.812
0.307,-1.098,0.246,45.044,24.719,141.357
0.340,-1.055,0.246,36.072,24.109,148.437
0.363,-0.997,0.232,31.128,25.085,154.724
0.386,-0.932,0.226,30.273,27.527,158.752
0.404,-0.873,0.213,33.386,29.846,159.912
0.429,-0.815,0.176,38.757,30.579,158.081
0.444,-0.772,0.149,44.739,29.785,155.151
0.465,-0.743,0.139,49.133,27.466,152.893
0.484,-0.704,0.129,51.086,24.170,150.879
0.508,-0.653,0.105,51.575,21.484,151.062
0.517,-0.612,0.087,50.598,21.667,152.832
0.524,-0.594,0.090,45.654,21.057,153.564
0.539,-0.589,0.093,41.748,21.423,155.029

-1.216,-1.847,1.122,-225.647,-133.301,-398.560
-1.188,-2.355,1.701,-199.402,-140.259,-380.249
-1.110,-2.809,1.906,-127.197,-124.512,-363.464
-1.075,-3.193,1.872,-44.067,-98.938,-344.360
-1.054,-3.482,1.783,17.090,-71.655,-319.885
-0.990,-3.633,1.601,48.706,-49.561,-284.363
-0.933,-3.718,1.391,55.237,-33.508,-236.755
-0.847,-3.684,1.152,42.419,-19.409,-174.622
-0.716,-3.465,0.903,18.860,-5.737,-99.976
-0.527,-3.041,0.654,-7.263,3.296,-22.034
-0.323,-2.547,0.422,-28.625,6.470,45.898
-0.098,-2.084,0.217,-44.556,5.310,95.398
0.094,-1.677,0.103,-52.429,1.282,123.352
0.247,-1.392,0.047,-48.096,-4.150,132.568
0.359,-1.198,0.046,-33.142,-13.245,128.235
0.445,-1.079,0.093,-12.573,-24.414,115.417
0.514,-1.007,0.168,7.629,-34.485,99.915
0.568,-0.989,0.262,23.804,-41.565,85.205
0.611,-1.003,0.359,32.776,-43.701,72.021
0.615,-1.035,0.459,35.156,-41.504,61.340
0.586,-1.073,0.537,34.241,-34.119,54.810
0.522,-1.108,0.591,32.288,-23.865,52.551
0.458,-1.138,0.616,31.433,-12.207,53.101
0.377,-1.156,0.647,32.043,-2.197,55.054
0.312,-1.173,0.637,34.607,4.700,56.458
0.253,-1.186,0.631,39.124,8.850,57.007
0.209,-1.197,0.630,44.434,8.850,56.580
0.185,-1.195,0.621,51.697,7.568,56.274
0.168,-1.189,0.594,59.265,8.423,58.167
0.151,-1.166,0.555,62.378,10.681,63.782
0.144,-1.123,0.515,59.998,15.564,72.083
0.125,-1.090,0.475,54.565,21.057,81.299
0.117,-1.050,0.434,46.204,23.926,89.233
0.125,-1.012,0.408,38.635,24.841,96.375
0.139,-0.991,0.403,35.034,25.513,102.722
0.160,-0.956,0.378,35.828,24.963,105.713
0.179,-0.938,0.365,39.429,24.048,106.873
0.190,-0.950,0.357,43.335,22.583,106.934
0.211,-0.949,0.333,46.448,20.142,106.689
0.240,-0.921,0.303,47.852,16.968,108.459
0.254,-0.907,0.294,48.584,15.503,111.633
0.264,-0.900,0.293,46.936,13.428,113.586
0.269,-0.923,0.311,43.274,12.024,115.662
0.280,-0.953,0.327,39.063,12.573,118.713
0.296,-0.955,0.320,36.438,14.343,122.742
0.305,-0.969,0.320,35.583,17.395,125.977
0.312,-0.995,0.338,36.377,19.592,128.235
0.334,-1.001,0.324,39.307,22.644,131.042
0.342,-1.000,0.284,42.053,25.940,134.094
0.353,-0.993,0.246,43.213,27.222,138.550
0.346,-1.011,0.242,41.809,25.513,143.616
0.348,-1.088,0.297,39.063,22.949,148.926
0.363,-1.109,0.309,35.645,20.630,155.701
0.366,-1.124,0.347,32.471,19.104,164.551
0.396,-1.152,0.424,31.616,20.935,175.232
0.416,-1.126,0.451,35.889,26.245,185.242
0.420,-1.096,0.432,44.617,33.630,192.017
0.433,-1.000,0.389,52.490,39.307,198.059
0.440,-0.891,0.321,60.181,46.265,204.529
0.423,-0.768,0.223,66.467,53.833,211.304

-1.239,-2.290,0.977,75.134,-242.065,-576.721
-1.287,-3.194,1.423,7.263,-224.121,-523.071
-1.132,-3.702,1.925,-65.308,-180.908,-418.396
-0.937,-3.855,2.286,-91.431,-115.845,-302.490
-0.706,-3.748,2.282,-62.256,-56.458,-205.688
-0.502,-3.525,1.951,-10.803,-10.071,-141.846
-0.391,-3.289,1.513,24.719,22.400,-102.356
-0.302,-3.069,1.128,32.410,44.006,-67.932
-0.183,-2.842,0.816,19.165,54.077,-31.921
-0.044,-2.542,0.618,-0.183,54.749,5.920
0.100,-2.230,0.450,-9.094,53.833,39.429
0.227,-1.943,0.302,-5.188,52.795,62.744
0.326,-1.705,0.165,7.080,51.697,74.341
0.390,-1.526,0.042,21.240,50.049,76.660
0.433,-1.403,-0.049,32.349,47.058,73.547
0.459,-1.320,-0.109,39.978,42.908,68.115
0.474,-1.271,-0.144,43.762,37.781,62.805
0.475,-1.254,-0.133,43.152,31.982,59.875
0.443,-1.261,-0.085,39.063,26.001,60.791
0.396,-1.265,-0.012,33.447,19.470,64.514
0.344,-1.274,0.086,29.053,13.184,70.190
0.308,-1.283,0.188,26.794,7.996,75.256
0.273,-1.317,0.284,27.771,5.310,80.566
0.242,-1.325,0.378,29.968,3.601,85.327
0.227,-1.317,0.444,34.668,4.700,89.600
0.217,-1.298,0.448,40.100,8.789,93.933
0.212,-1.263,0.423,44.006,14.343,99.609
0.197,-1.229,0.401,45.471,19.470,104.553
0.181,-1.206,0.379,44.678,22.827,109.253
0.183,-1.213,0.356,42.603,26.184,114.929
0.181,-1.192,0.342,39.185,29.053,121.521
0.188,-1.183,0.323,37.537,32.532,128.235
0.191,-1.179,0.306,37.537,36.072,134.949
0.200,-1.177,0.276,38.269,39.124,141.052
0.213,-1.135,0.222,40.161,41.992,147.888
0.224,-1.081,0.163,42.297,43.640,154.541
0.237,-1.029,0.112,44.495,44.006,160.400
0.242,-0.971,0.057,46.509,44.006,165.771
0.245,-0.924,0.003,45.105,42.725,170.898
0.251,-0.890,-0.011,40.405,39.368,174.988
0.265,-0.854,-0.016,34.973,34.058,178.040
0.271,-0.830,-0.017,30.396,30.029,181.335
0.272,-0.828,0.002,24.414,27.771,185.852
0.284,-0.839,0.051,18.982,26.367,191.406
0.309,-0.824,0.074,16.907,26.184,197.754
0.312,-0.790,0.063,18.311,27.710,203.918
0.318,-0.760,0.061,21.240,29.053,209.534
0.332,-0.730,0.062,24.170,29.175,214.355
0.352,-0.712,0.053,26.672,28.931,219.421
0.361,-0.668,0.045,24.109,25.635,228.027
0.372,-0.611,0.047,14.771,21.667,240.723
0.391,-0.529,0.075,-0.061,18.860,255.798
0.420,-0.438,0.104,-15.869,18.188,271.118
0.447,-0.320,0.148,-28.625,20.447,283.447
0.483,-0.187,0.188,-35.461,27.649,291.199
0.513,-0.028,0.181,-33.142,39.124,293.396
0.545,0.148,0.123,-24.109,49.805,290.588
0.590,0.344,0.050,-16.052,58.655,283.142
0.609,0.518,-0.024,-13.000,64.148,270.569
0.632,0.734,-0.062,-17.395,67.993,253.052

-1.317,-2.106,1.044,-83.496,-218.018,-568.298
-1.207,-2.750,1.356,-159.546,-196.350,-507.019
-1.189,-3.132,1.694,-217.102,-152.588,-411.438
-1.156,-3.297,2.146,-231.995,-103.638,-310.730
-0.855,-3.204,2.301,-195.007,-68.481,-224.304
-0.594,-3.060,2.037,-124.023,-47.424,-171.692
-0.531,-2.931,1.689,-55.847,-27.588,-154.297
-0.545,-2.869,1.430,-9.399,-15.076,-151.184
-0.521,-2.871,1.203,20.996,-12.573,-144.897
-0.469,-2.817,1.030,38.025,-14.832,-124.207
-0.389,-2.690,0.879,45.349,-13.855,-92.224
-0.268,-2.532,0.706,46.936,-9.583,-55.481
-0.128,-2.349,0.541,39.795,-4.639,-19.348
0.006,-2.160,0.416,26.123,1.648,15.320
0.107,-1.956,0.339,12.512,9.155,47.119
0.184,-1.768,0.297,5.798,15.076,71.533
0.239,-1.594,0.259,6.714,17.456,85.815
0.285,-1.453,0.228,11.963,16.907,91.736
0.318,-1.352,0.223,16.907,13.977,90.698
0.334,-1.292,0.241,20.813,10.071,85.754
0.326,-1.284,0.291,25.024,6.897,79.651
0.303,-1.312,0.359,30.151,5.493,75.134
0.264,-1.334,0.424,36.682,4.395,72.632
0.218,-1.368,0.473,43.640,5.371,73.303
0.187,-1.390,0.499,47.974,7.629,77.087
0.163,-1.398,0.494,47.424,11.902,86.060
0.138,-1.386,0.504,41.504,18.555,98.511
0.118,-1.374,0.512,35.095,25.085,111.450
0.106,-1.337,0.508,33.325,30.090,121.948
0.098,-1.284,0.498,39.001,33.875,128.845
0.086,-1.238,0.478,51.208,35.828,130.920
0.075,-1.213,0.431,63.721,33.875,129.456
0.082,-1.196,0.368,70.313,31.128,130.066
0.083,-1.176,0.338,69.153,29.968,136.169
0.079,-1.173,0.341,65.002,31.372,145.630
0.086,-1.152,0.344,62.866,31.921,153.870
0.079,-1.150,0.347,64.453,30.884,159.851
0.083,-1.149,0.357,67.871,30.334,165.649
0.084,-1.148,0.362,71.228,30.701,172.241
0.086,-1.138,0.342,73.181,32.410,180.237
0.089,-1.115,0.301,72.815,34.424,190.857
0.102,-1.070,0.249,70.129,35.645,202.881
0.111,-1.016,0.215,64.026,36.072,213.440
0.129,-0.953,0.182,55.481,34.790,222.839
0.151,-0.891,0.166,48.157,32.715,230.042
0.164,-0.828,0.161,44.006,29.846,235.107
0.192,-0.792,0.146,44.739,28.320,239.258
0.207,-0.738,0.130,47.485,25.757,242.310
0.217,-0.674,0.115,49.927,21.729,243.896
0.240,-0.615,0.122,50.171,18.799,245.544
0.261,-0.547,0.120,49.622,17.395,246.216
0.281,-0.501,0.109,48.157,17.334,246.216
0.303,-0.454,0.108,45.959,19.409,248.108
0.325,-0.376,0.094,44.250,22.522,252.136
0.349,-0.283,0.063,45.105,26.794,257.751
0.373,-0.183,0.030,47.119,30.762,264.404
0.399,-0.068,0.010,49.438,32.410,270.203
0.421,0.070,-0.010,53.101,32.043,274.597
0.426,0.234,-0.037,57.495,31.189,277.527
0.450,0.439,-0.076,57.739,28.320,278.625

-1.026,-1.701,1.367,-47.913,-225.830,-452.576
-1.121,-2.311,1.565,-25.696,-207.703,-461.365
-1.111,-2.825,1.555,-21.240,-176.697,-433.594
-1.069,-3.255,1.534,-35.583,-136.047,-368.042
-1.043,-3.513,1.628,-57.495,-99.670,-285.095
-0.964,-3.554,1.699,-67.688,-74.097,-201.782
-0.784,-3.355,1.667,-55.603,-58.960,-130.737
-0.610,-3.058,1.490,-23.621,-47.485,-80.872
-0.471,-2.754,1.191,10.376,-34.607,-47.546
-0.312,-2.476,0.863,30.518,-21.484,-19.348
-0.130,-2.196,0.573,30.823,-11.902,9.827
0.040,-1.917,0.355,17.639,-5.371,39.612
0.176,-1.657,0.222,0.366,-0.977,66.345
0.277,-1.434,0.172,-13.306,1.770,86.243
0.350,-1.244,0.164,-20.935,3.357,97.046
0.423,-1.098,0.171,-22.766,3.662,97.412
0.487,-0.992,0.200,-20.874,2.319,88.989
0.524,-0.944,0.251,-16.602,1.709,75.256
0.529,-0.960,0.316,-11.963,3.235,59.326
0.508,-0.995,0.392,-5.859,5.981,45.227
0.453,-1.053,0.450,2.258,9.399,34.119
0.364,-1.113,0.486,8.972,13.123,27.527
0.283,-1.169,0.536,10.620,17.822,27.405
0.213,-1.221,0.591,8.362,21.973,31.372
0.158,-1.260,0.638,6.897,26.245,36.865
0.115,-1.292,0.667,8.362,31.616,43.152
0.078,-1.317,0.660,11.658,37.537,49.683
0.058,-1.326,0.631,14.832,42.847,57.007
0.041,-1.324,0.593,16.846,46.631,65.186
0.024,-1.331,0.589,19.531,48.401,72.754
0.021,-1.371,0.599,23.682,50.598,79.773
0.026,-1.388,0.587,29.907,51.453,86.243
0.022,-1.412,0.557,38.757,53.528,94.543
0.007,-1.439,0.526,45.044,56.152,105.042
0.002,-1.498,0.504,47.546,57.251,118.164
0.000,-1.516,0.493,48.889,57.678,134.827
0.000,-1.501,0.484,52.185,57.800,152.405
0.004,-1.483,0.476,57.434,56.458,167.419
0.011,-1.453,0.473,63.782,55.176,178.345
0.023,-1.392,0.442,70.190,55.542,186.951
0.037,-1.329,0.369,75.256,58.594,193.848
0.055,-1.248,0.284,76.660,61.218,200.500
0.068,-1.168,0.180,75.684,63.599,207.153
0.080,-1.082,0.087,71.533,62.500,213.989
0.109,-0.989,0.030,65.002,56.763,219.971
0.141,-0.911,0.022,59.082,47.058,223.755
0.177,-0.840,0.042,54.932,34.058,224.670
0.212,-0.773,0.070,52.856,22.766,225.281
0.232,-0.710,0.117,51.941,15.808,225.281
0.263,-0.681,0.163,51.392,13.062,224.792
0.274,-0.624,0.181,51.575,13.550,223.755
0.290,-0.572,0.166,54.382,18.127,223.145
0.309,-0.520,0.141,57.678,24.048,222.595
0.326,-0.470,0.111,61.218,28.137,221.069
0.343,-0.427,0.078,64.392,29.602,219.299
0.364,-0.385,0.060,64.636,26.184,217.407
0.396,-0.330,0.060,63.538,20.386,215.576
0.432,-0.268,0.078,63.843,12.634,212.708
0.473,-0.198,0.102,66.772,5.615,207.886
0.523,-0.114,0.094,70.618,1.831,202.515

-1.217,-1.756,0.689,6.592,-213.989,-523.010
-1.292,-2.406,1.082,-55.969,-198.853,-478.088
-1.313,-2.967,1.674,-128.479,-165.405,-402.527
-1.204,-3.297,2.015,-164.246,-117.615,-317.078
-1.056,-3.395,2.086,-153.870,-71.899,-236.633
-0.906,-3.346,1.984,-117.004,-40.894,-172.546
-0.730,-3.193,1.755,-74.646,-20.508,-129.028
-0.583,-2.970,1.452,-38.940,-6.592,-97.046
-0.463,-2.764,1.153,-15.747,5.920,-69.214
-0.319,-2.574,0.898,-10.132,16.418,-40.833
-0.156,-2.316,0.682,-17.395,20.508,-10.498
0.017,-2.062,0.479,-25.696,22.461,16.663
0.153,-1.858,0.323,-30.090,24.719,37.964
0.251,-1.690,0.204,-27.954,26.184,50.781
0.316,-1.557,0.125,-20.142,25.696,56.274
0.354,-1.462,0.079,-9.277,23.315,56.213
0.373,-1.384,0.052,1.404,18.555,53.711
0.370,-1.344,0.082,8.728,10.681,49.194
0.346,-1.350,0.161,11.658,1.526,44.495
0.304,-1.370,0.267,12.878,-5.066,42.480
0.241,-1.398,0.375,14.587,-8.362,44.006
0.183,-1.415,0.477,16.846,-8.423,47.363
0.128,-1.435,0.540,19.348,-5.493,52.734
0.086,-1.437,0.584,20.325,-0.610,60.181
0.053,-1.432,0.608,20.325,6.165,69.336
0.022,-1.418,0.617,20.264,13.916,78.857
0.004,-1.397,0.607,21.545,21.240,87.585
-0.000,-1.367,0.567,25.085,27.588,95.642
-0.000,-1.324,0.511,29.907,32.104,103.760
-0.009,-1.282,0.465,34.302,34.241,111.084
0.005,-1.247,0.443,37.781,34.180,118.225
0.029,-1.205,0.421,42.175,32.471,124.451
0.053,-1.151,0.392,47.852,30.945,130.005
0.071,-1.103,0.369,53.650,29.846,134.460
0.088,-1.058,0.343,57.373,28.198,137.939
0.117,-1.011,0.318,59.204,25.818,141.052
0.118,-1.007,0.349,58.350,23.926,143.433
0.152,-1.044,0.383,56.030,23.010,145.325
0.188,-1.043,0.355,55.603,23.254,149.597
0.208,-1.027,0.322,55.115,27.161,156.860
0.228,-1.003,0.295,50.781,32.349,163.818
0.232,-0.989,0.264,44.495,35.522,169.617
0.251,-1.004,0.265,38.635,37.415,175.537
0.275,-0.984,0.268,35.706,36.926,181.702
0.302,-0.952,0.258,38.025,36.682,187.195
0.324,-0.904,0.239,43.884,37.048,190.796
0.341,-0.875,0.216,49.988,35.889,191.956
0.348,-0.864,0.211,54.260,34.058,192.383
0.364,-0.866,0.228,56.641,31.799,194.519
0.368,-0.870,0.233,57.495,29.053,198.792
0.375,-0.868,0.244,57.312,27.466,205.505
0.406,-0.814,0.233,56.641,27.527,214.172
0.416,-0.740,0.183,55.786,28.442,220.764
0.414,-0.689,0.146,53.467,29.846,224.121
0.429,-0.647,0.127,49.500,29.175,224.915
0.435,-0.597,0.096,47.852,25.208,222.595
0.452,-0.558,0.083,50.049,19.531,218.384
0.476,-0.508,0.077,56.580,11.536,210.266
0.501,-0.451,0.074,67.627,1.404,196.777
0.530,-0.373,0.053,82.764,-8.118,182.129

-2.003,-1.569,1.029,25.757,-263.245,-628.967
-2.075,-2.534,1.642,-7.080,-253.052,-595.093
-2.035,-3.306,2.325,-57.800,-208.679,-512.573
-1.780,-3.629,2.559,-86.182,-133.972,-393.921
-1.449,-3.596,2.316,-86.182,-50.232,-279.663
-1.221,-3.401,1.942,-75.623,4.944,-198.975
-1.030,-3.268,1.603,-70.496,27.527,-152.954
-0.868,-3.169,1.339,-63.599,25.146,-118.958
-0.680,-2.935,1.146,-52.673,15.686,-80.078
-0.445,-2.625,1.005,-39.551,8.911,-41.687
-0.203,-2.328,0.824,-26.550,7.385,-12.024
0.008,-2.073,0.595,-14.832,12.634,8.972
0.176,-1.873,0.355,-7.507,21.423,25.208
0.310,-1.714,0.191,-4.639,27.100,37.537
0.408,-1.587,0.089,-3.357,27.405,45.593
0.452,-1.477,0.058,-0.366,23.560,49.377
0.469,-1.381,0.075,3.967,16.052,49.316
0.476,-1.313,0.139,6.470,6.409,45.898
0.436,-1.298,0.255,6.958,-3.296,40.344
0.360,-1.316,0.391,8.057,-9.521,36.011
0.271,-1.346,0.510,12.146,-11.719,34.973
0.188,-1.356,0.605,18.250,-9.888,37.231
0.100,-1.347,0.664,24.292,-5.859,40.894
0.028,-1.331,0.708,30.457,-1.465,45.288
-0.014,-1.298,0.710,34.241,2.869,49.316
-0.029,-1.259,0.684,35.034,5.127,52.368
-0.043,-1.223,0.649,33.508,7.019,56.274
-0.047,-1.174,0.609,31.555,10.925,61.584
-0.056,-1.122,0.578,30.579,14.404,66.711
-0.053,-1.091,0.553,31.311,16.968,71.167
-0.038,-1.078,0.525,31.982,18.860,75.500
-0.016,-1.046,0.492,31.921,18.677,79.224
-0.002,-1.048,0.476,32.532,18.982,83.801
0.033,-1.073,0.501,33.630,19.897,89.478
0.065,-1.104,0.541,37.292,22.827,95.398
0.083,-1.131,0.557,44.189,27.283,101.379
0.105,-1.180,0.544,51.392,33.325,107.849
0.122,-1.202,0.500,53.955,37.354,115.784
0.141,-1.214,0.473,52.185,39.368,125.916
0.168,-1.219,0.451,48.279,39.978,137.024
0.187,-1.201,0.428,44.373,39.124,147.461
0.207,-1.181,0.425,41.077,37.659,157.288
0.238,-1.141,0.443,38.391,37.964,166.809
0.260,-1.110,0.452,38.086,40.527,173.279
0.279,-1.075,0.452,39.734,44.495,177.063
0.299,-1.047,0.427,42.847,48.157,179.077
0.322,-1.020,0.375,46.082,52.063,179.932
0.329,-0.997,0.320,47.485,54.871,182.251
0.328,-0.969,0.285,46.997,57.129,186.890
0.322,-0.946,0.261,45.654,58.960,191.284
0.316,-0.965,0.217,43.762,60.059,195.435
0.301,-0.999,0.184,40.649,57.495,200.867
0.306,-1.025,0.194,39.063,54.260,210.327
0.343,-0.994,0.189,41.199,51.208,220.764
0.336,-0.930,0.191,44.922,46.387,227.905
0.360,-0.855,0.195,47.424,40.283,233.826
0.377,-0.803,0.246,47.180,35.278,238.464
0.409,-0.828,0.304,46.082,32.471,242.065
0.427,-0.789,0.326,46.509,30.334,245.422
0.415,-0.740,0.310,48.218,29.602,248.962

-2.282,-1.809,0.583,89.966,-321.472,-678.040
-2.647,-3.069,1.134,-3.418,-341.431,-643.555
-2.475,-3.960,2.146,-112.549,-320.984,-533.691
-1.845,-4.000,3.005,-151.306,-256.714,-374.268
-1.501,-3.947,3.116,-81.848,-153.687,-230.530
-1.334,-3.748,2.394,17.639,-33.264,-152.039
-1.280,-3.501,1.503,57.556,48.279,-113.037
-1.119,-3.248,0.840,36.194,77.881,-72.754
-0.891,-2.936,0.554,-4.883,69.885,-24.475
-0.561,-2.555,0.431,-33.447,44.739,24.963
-0.219,-2.125,0.404,-37.720,21.057,66.101
0.049,-1.733,0.368,-23.315,8.728,89.417
0.238,-1.490,0.307,-1.160,6.775,95.764
0.349,-1.355,0.236,17.090,9.521,91.187
0.446,-1.282,0.160,27.893,13.855,84.351
0.504,-1.226,0.125,32.288,16.907,79.590
0.535,-1.161,0.133,32.043,16.296,76.538
0.547,-1.130,0.184,28.320,14.526,74.219
0.512,-1.142,0.275,22.095,14.221,71.289
0.420,-1.200,0.360,17.334,16.052,68.237
0.302,-1.251,0.489,13.611,20.203,67.322
0.200,-1.290,0.561,15.686,25.757,67.749
0.099,-1.329,0.604,23.804,30.396,68.237
0.013,-1.352,0.618,32.410,35.095,68.176
-0.053,-1.374,0.592,38.757,37.964,68.787
-0.109,-1.376,0.545,39.673,38.208,72.998
-0.136,-1.354,0.497,36.194,37.781,81.482
-0.154,-1.319,0.475,29.785,36.560,93.018
-0.158,-1.276,0.461,23.071,34.790,105.347
-0.162,-1.214,0.463,18.250,33.630,117.310
-0.161,-1.188,0.480,16.357,34.424,126.587
-0.141,-1.158,0.469,17.456,35.156,133.423
-0.119,-1.128,0.448,19.897,35.461,138.367
-0.103,-1.138,0.441,22.827,35.400,142.456
-0.069,-1.153,0.439,26.367,34.607,146.301
-0.036,-1.144,0.430,32.166,32.532,149.292
0.001,-1.146,0.413,38.513,30.762,152.954
0.039,-1.147,0.382,41.626,29.602,158.569
