aX,aY,aZ,gX,gY,gZ
0.078,-1.123,0.385,40.771,28.564,167.297
0.113,-1.120,0.416,37.781,28.687,177.063
0.140,-1.115,0.445,35.217,29.846,185.059
0.172,-1.120,0.473,34.851,31.860,191.284
0.215,-1.094,0.476,37.048,35.461,196.472
0.245,-1.050,0.438,41.382,39.978,200.439
0.264,-1.024,0.385,46.204,44.678,203.613
0.277,-1.001,0.326,50.903,47.241,205.994
0.295,-1.000,0.285,54.321,46.814,207.520
0.307,-0.992,0.248,55.664,43.762,210.144
0.334,-0.972,0.241,54.016,38.635,213.928
0.365,-0.940,0.250,51.392,33.142,219.360
0.390,-0.915,0.266,50.720,29.541,227.234
0.411,-0.872,0.265,50.293,26.733,234.863
0.405,-0.768,0.241,49.255,23.621,241.943
0.420,-0.651,0.195,47.913,21.790,249.878
0.424,-0.553,0.170,41.016,20.813,255.554
0.442,-0.467,0.168,30.579,19.775,259.094
0.464,-0.397,0.184,22.644,17.822,259.155
0.490,-0.353,0.232,17.639,15.015,256.104
0.505,-0.274,0.258,17.944,15.015,252.502
0.515,-0.184,0.226,22.400,19.409,250.488

-1.078,-2.249,1.008,-123.962,-135.010,-452.759
-1.018,-2.698,1.143,-123.230,-119.873,-401.428
-0.956,-3.113,1.266,-127.319,-93.750,-337.219
-0.820,-3.264,1.308,-134.949,-63.843,-258.667
-0.628,-3.194,1.274,-133.972,-34.363,-178.955
-0.479,-3.077,1.226,-124.207,-10.803,-119.263
-0.350,-2.934,1.115,-101.501,0.671,-85.999
-0.241,-2.785,0.990,-65.979,0.000,-72.815
-0.140,-2.631,0.878,-21.362,-6.958,-69.763
-0.054,-2.513,0.711,21.179,-14.893,-69.580
0.041,-2.375,0.517,47.302,-17.456,-61.096
0.151,-2.198,0.324,52.979,-13.367,-41.504
0.248,-2.015,0.172,45.105,-4.639,-14.160
0.323,-1.831,0.079,27.405,4.272,15.259
0.386,-1.668,0.039,9.338,12.878,41.626
0.429,-1.525,0.017,-0.244,20.203,60.974
0.462,-1.415,-0.011,1.099,25.818,71.228
0.480,-1.332,-0.031,10.010,27.222,71.472
0.485,-1.295,-0.044,21.973,25.208,64.880
0.477,-1.295,-0.035,33.630,20.752,55.847
0.447,-1.318,-0.014,43.457,15.625,48.157
0.400,-1.345,0.036,49.194,10.498,44.189
0.347,-1.388,0.098,51.331,6.653,45.715
0.296,-1.443,0.176,49.927,5.066,50.964
0.251,-1.489,0.237,44.250,5.798,60.913
0.212,-1.521,0.280,36.987,8.667,73.730
0.186,-1.536,0.324,29.846,11.536,87.585
0.176,-1.529,0.370,27.039,14.221,100.830
0.162,-1.517,0.413,31.006,18.677,111.755
0.140,-1.561,0.497,40.894,24.597,119.080
0.132,-1.616,0.585,55.542,31.860,124.573
0.117,-1.695,0.585,72.815,43.640,132.080
0.080,-1.762,0.494,83.008,56.702,143.799
0.059,-1.773,0.350,81.421,64.941,162.964
0.052,-1.701,0.191,68.848,65.552,190.063
0.072,-1.546,0.101,49.072,60.974,221.680
0.093,-1.361,0.089,29.602,53.711,249.268
0.122,-1.205,0.113,17.883,46.753,268.616
0.157,-1.068,0.165,14.648,43.030,279.785
0.192,-0.948,0.176,20.264,43.091,282.654
0.213,-0.849,0.170,30.457,44.006,278.381
0.236,-0.746,0.127,40.710,44.922,270.264
0.253,-0.657,0.061,48.279,44.067,260.986
0.280,-0.582,0.026,52.063,42.725,253.540
0.304,-0.517,-0.014,52.429,39.673,248.779
0.319,-0.478,-0.050,48.645,35.217,246.582
0.330,-0.412,-0.082,41.931,30.212,245.911
0.342,-0.371,-0.089,32.715,24.597,245.911
0.348,-0.325,-0.080,22.400,18.250,246.155
0.355,-0.274,-0.080,16.968,15.076,246.277
0.365,-0.224,-0.066,17.578,14.465,242.981
0.370,-0.132,-0.050,24.658,14.587,236.145
0.385,-0.021,-0.095,37.964,16.418,226.685
0.407,0.084,-0.167,51.575,16.785,216.858
0.422,0.209,-0.240,60.486,11.780,209.045
0.448,0.367,-0.284,62.500,3.113,205.017
0.485,0.540,-0.272,58.105,-6.409,199.402
0.529,0.715,-0.236,49.744,-15.991,189.087
0.595,0.836,-0.204,43.579,-22.217,171.814
0.642,0.891,-0.145,42.908,-24.292,147.095

1.166,1.200,0.229,-46.997,16.846,4.883
1.152,1.260,0.221,-58.228,22.217,-10.986
1.116,1.301,0.211,-68.054,26.978,-29.602
1.068,1.318,0.211,-77.148,30.884,-49.805
1.008,1.324,0.213,-83.923,36.926,-70.984
0.913,1.334,0.206,-89.905,44.067,-93.201
0.793,1.326,0.178,-95.093,51.880,-116.699
0.667,1.293,0.109,-100.403,57.373,-141.479
0.534,1.282,0.055,-107.849,59.326,-168.152
0.423,1.271,0.000,-118.958,57.007,-193.054
0.301,1.229,-0.058,-133.667,51.025,-214.233
0.166,1.156,-0.037,-154.175,39.429,-231.873
0.058,1.038,0.012,-171.875,27.832,-249.390
-0.132,0.940,0.064,-180.603,19.287,-269.836
-0.311,0.865,0.084,-178.711,12.878,-293.640
-0.503,0.673,0.054,-170.837,8.667,-323.975
-0.604,0.465,-0.015,-163.025,3.845,-355.774
-0.729,0.303,-0.211,-158.142,-6.470,-385.071
-0.867,0.177,-0.268,-149.597,-20.203,-408.813
-0.972,0.092,-0.238,-129.333,-42.664,-426.758
-1.003,-0.046,-0.245,-95.947,-74.402,-446.472
-0.996,-0.292,-0.236,-62.195,-104.065,-475.464
-1.043,-0.628,-0.092,-47.546,-129.150,-507.935
-1.107,-1.185,0.119,-44.189,-142.700,-534.729
-1.314,-1.935,0.565,-63.721,-141.663,-537.842
-1.484,-2.723,1.104,-100.647,-128.479,-489.502
-1.401,-3.230,1.533,-128.479,-100.037,-393.616
-1.100,-3.347,1.682,-129.883,-68.726,-287.354
-0.858,-3.340,1.517,-110.596,-44.739,-209.778
-0.683,-3.255,1.276,-80.078,-30.273,-160.645
-0.532,-3.097,1.004,-41.870,-26.550,-131.409
-0.406,-2.949,0.780,-2.563,-33.203,-110.474
-0.279,-2.770,0.686,25.085,-43.213,-90.942
-0.181,-2.565,0.599,42.542,-45.471,-69.214
-0.055,-2.402,0.478,50.171,-41.077,-44.922
0.100,-2.218,0.293,48.950,-31.738,-15.930
0.214,-2.030,0.137,38.208,-20.203,12.634
0.304,-1.844,0.073,20.569,-8.606,40.527
0.419,-1.666,0.033,6.348,0.549,64.331
0.468,-1.526,0.037,0.549,7.874,76.660
0.492,-1.437,0.069,3.601,12.695,79.590
0.495,-1.399,0.104,14.709,14.587,75.317
0.461,-1.414,0.138,30.579,14.343,65.918
0.395,-1.471,0.174,45.471,12.207,56.763
0.335,-1.506,0.201,59.143,10.010,54.260
0.272,-1.508,0.227,70.923,8.972,56.946
0.214,-1.506,0.231,78.491,9.216,62.988
0.148,-1.526,0.236,79.895,10.742,71.899
0.102,-1.551,0.228,74.463,12.329,84.839
0.068,-1.542,0.234,67.139,13.489,100.708
0.052,-1.500,0.225,63.965,14.648,116.211
0.035,-1.446,0.218,65.796,15.198,129.333
0.029,-1.390,0.215,70.496,13.733,140.320
0.034,-1.328,0.214,77.026,12.085,148.010
0.036,-1.280,0.179,84.534,10.559,153.503
0.042,-1.248,0.146,90.210,9.644,159.119
0.051,-1.199,0.103,91.125,8.667,165.588
0.048,-1.171,0.055,87.402,7.507,174.011
0.066,-1.136,0.009,79.224,5.432,184.998
0.072,-1.104,-0.006,65.796,2.808,197.327

-1.401,-2.268,0.515,-68.115,-130.310,-483.948
-1.244,-2.552,1.085,-133.301,-104.004,-390.991
-1.187,-2.764,1.481,-158.203,-79.407,-309.509
-1.028,-2.856,1.545,-142.395,-46.875,-241.394
-0.950,-2.869,1.436,-109.863,-17.700,-192.017
-0.946,-2.855,1.218,-78.491,4.456,-155.457
-0.933,-2.871,0.966,-57.068,18.494,-125.244
-0.878,-2.885,0.758,-43.823,21.973,-94.727
-0.793,-2.809,0.671,-33.081,17.456,-63.171
-0.674,-2.681,0.645,-21.179,9.094,-34.485
-0.562,-2.529,0.593,-8.606,3.723,-9.644
-0.461,-2.362,0.497,3.601,5.798,14.832
-0.353,-2.179,0.377,12.756,12.024,38.879
-0.260,-2.015,0.262,19.287,17.639,61.035
-0.186,-1.871,0.175,24.963,21.729,80.261
-0.127,-1.739,0.100,29.724,24.780,95.520
-0.081,-1.640,0.087,31.494,25.696,107.544
-0.035,-1.576,0.114,31.494,24.780,116.882
0.005,-1.533,0.150,35.217,21.301,123.047
0.041,-1.493,0.183,45.227,16.785,125.549
0.044,-1.475,0.178,57.373,11.780,126.099
0.029,-1.494,0.199,67.078,6.775,127.014
0.009,-1.520,0.238,74.036,0.366,129.517
-0.015,-1.541,0.290,78.918,-5.920,137.512
-0.025,-1.507,0.355,79.224,-8.789,151.306
-0.005,-1.417,0.407,76.843,-7.446,167.664
0.020,-1.304,0.436,75.378,-2.747,181.091
0.038,-1.196,0.424,76.355,4.517,189.209
0.052,-1.113,0.357,79.651,11.902,191.833
0.054,-1.047,0.277,83.191,17.151,191.895
0.052,-1.029,0.194,85.266,19.226,192.139
0.049,-1.014,0.108,83.923,18.799,195.618
0.049,-0.973,0.069,77.637,16.479,202.942
0.065,-0.921,0.092,69.275,14.160,212.097
0.099,-0.865,0.114,61.340,12.939,220.703
0.127,-0.800,0.114,55.054,12.573,228.455
0.155,-0.737,0.101,50.293,13.733,236.328
0.179,-0.660,0.098,46.143,16.113,243.469
0.239,-0.589,0.097,41.626,20.325,248.596
0.281,-0.521,0.085,37.476,24.414,252.258
0.304,-0.486,0.074,33.203,27.161,255.493
0.311,-0.456,0.058,27.771,28.625,259.155
0.343,-0.415,0.050,23.315,29.297,263.428
0.369,-0.363,0.050,20.691,29.480,266.479
0.390,-0.318,0.055,20.203,29.724,267.639
0.406,-0.265,0.053,19.775,31.250,266.235
0.422,-0.214,0.027,19.836,33.691,264.404
0.437,-0.173,-0.036,22.034,35.339,263.672
0.427,-0.166,-0.115,24.597,35.645,265.503
0.418,-0.142,-0.178,22.339,33.081,271.484
0.404,-0.091,-0.191,15.259,27.039,281.555
0.435,0.004,-0.140,10.132,18.921,295.166
0.516,0.188,-0.077,11.047,13.794,304.077
0.564,0.382,-0.078,16.724,10.071,300.049
0.649,0.520,-0.109,18.738,7.141,289.429
0.795,0.726,-0.086,9.949,11.108,266.968
0.905,0.874,-0.094,-0.061,12.573,232.788
0.884,0.981,-0.127,-2.625,11.597,192.627
0.991,0.950,-0.151,3.479,13.367,155.334
1.029,0.900,-0.163,21.057,12.634,114.685

-1.538,-2.205,1.075,-12.817,-177.124,-489.319
-1.635,-2.839,1.376,-71.289,-127.502,-418.945
-1.667,-3.254,1.811,-117.432,-78.674,-329.102
-1.536,-3.364,1.913,-119.812,-27.039,-239.990
-1.401,-3.326,1.639,-84.656,8.850,-169.739
-1.322,-3.209,1.221,-39.917,25.757,-123.108
-1.232,-3.096,0.831,-12.207,27.344,-90.271
-1.079,-2.940,0.597,-2.747,16.602,-54.993
-0.867,-2.635,0.542,0.671,2.686,-17.822
-0.697,-2.406,0.464,9.277,-7.690,16.541
-0.498,-2.157,0.356,18.860,-10.742,49.316
-0.340,-1.928,0.216,24.048,-8.118,78.491
-0.190,-1.735,0.078,26.855,-3.418,102.356
-0.060,-1.603,-0.030,29.785,0.854,117.554
0.016,-1.504,-0.110,34.790,3.235,122.314
0.056,-1.430,-0.154,39.612,3.784,120.605
0.115,-1.371,-0.153,42.419,3.479,116.333
0.118,-1.370,-0.112,42.358,0.793,109.680
0.129,-1.406,-0.092,37.231,-0.610,104.553
0.068,-1.424,-0.007,26.855,-0.854,103.455
0.038,-1.440,0.099,15.320,1.343,107.727
0.001,-1.439,0.194,9.766,3.845,115.112
-0.021,-1.410,0.268,10.620,5.188,122.375
-0.017,-1.370,0.307,14.954,7.019,130.249
-0.027,-1.316,0.336,17.822,9.338,136.658
-0.028,-1.245,0.364,19.775,11.902,141.541
-0.014,-1.195,0.340,23.376,16.052,146.729
-0.016,-1.149,0.297,26.550,20.081,150.635
-0.017,-1.105,0.259,27.771,23.071,154.297
-0.012,-1.057,0.226,27.222,24.658,158.142
0.001,-1.020,0.216,25.452,24.475,161.804
0.015,-0.981,0.206,24.536,23.682,164.795
0.034,-0.963,0.202,26.001,22.522,166.565
0.053,-0.956,0.209,27.100,21.851,167.725
0.059,-0.962,0.208,28.381,21.484,169.861
0.068,-0.964,0.185,28.809,21.484,174.866
0.074,-0.944,0.171,27.771,21.301,182.861
0.099,-0.915,0.164,26.001,21.301,190.918
0.103,-0.890,0.135,24.719,20.752,198.120
0.139,-0.838,0.117,23.682,20.447,204.590
0.165,-0.789,0.095,24.170,18.372,209.595
0.183,-0.763,0.069,24.231,17.883,212.158
0.194,-0.756,0.061,20.203,17.761,213.928
0.202,-0.767,0.057,13.000,17.883,216.614
0.226,-0.771,0.074,3.967,17.822,220.703
0.238,-0.762,0.077,-3.235,17.700,229.004
0.252,-0.730,0.046,-6.287,18.250,238.342
0.287,-0.691,0.058,-7.751,19.470,246.033
0.291,-0.636,0.089,-8.301,18.982,253.052
0.323,-0.594,0.092,-7.202,21.606,261.780
0.338,-0.520,0.068,-6.836,25.024,273.071
0.385,-0.425,0.048,-8.179,27.344,285.278
0.417,-0.280,0.020,-9.705,28.137,296.692
0.465,-0.124,-0.025,-12.024,27.344,304.260
0.520,0.046,-0.038,-18.005,26.123,307.678
0.578,0.222,-0.046,-25.024,26.184,306.091
0.667,0.404,-0.042,-31.006,26.611,297.119
0.749,0.591,-0.039,-35.522,26.978,278.625
0.836,0.738,-0.031,-36.926,25.757,253.418
0.893,0.861,-0.022,-30.090,24.658,221.741

-1.085,-2.042,0.764,-96.252,-167.542,-382.751
-1.068,-2.464,1.045,-124.329,-139.832,-327.332
-0.959,-2.661,1.299,-145.386,-108.032,-257.812
-0.830,-2.738,1.401,-139.465,-78.613,-195.007
-0.682,-2.696,1.354,-113.464,-57.495,-146.301
-0.549,-2.612,1.189,-78.430,-45.410,-112.305
-0.443,-2.530,1.009,-50.964,-39.001,-85.693
-0.329,-2.439,0.903,-37.903,-34.607,-60.242
-0.220,-2.301,0.834,-30.090,-31.494,-35.522
-0.110,-2.125,0.774,-22.705,-28.748,-13.672
-0.005,-1.975,0.720,-15.381,-26.367,2.930
0.079,-1.869,0.673,-10.376,-23.010,16.296
0.153,-1.766,0.605,-8.667,-18.005,29.419
0.217,-1.635,0.539,-7.629,-10.315,42.786
0.285,-1.527,0.493,-5.981,-3.052,52.551
0.331,-1.437,0.459,-2.625,2.258,58.838
0.370,-1.359,0.417,2.136,6.714,62.805
0.390,-1.304,0.412,7.080,10.559,63.416
0.390,-1.278,0.417,11.475,14.160,62.988
0.379,-1.275,0.431,15.442,18.616,62.378
0.348,-1.292,0.449,19.104,22.583,61.584
0.300,-1.314,0.469,22.888,26.794,63.416
0.267,-1.339,0.472,26.367,31.982,67.688
0.223,-1.352,0.452,29.358,36.438,73.914
0.185,-1.352,0.430,31.128,40.649,82.031
0.161,-1.353,0.402,32.532,43.335,91.797
0.139,-1.330,0.375,33.447,44.678,101.501
0.117,-1.302,0.348,35.339,44.739,110.107
0.100,-1.273,0.354,38.269,44.006,117.065
0.089,-1.246,0.341,42.358,43.274,122.803
0.079,-1.214,0.322,47.119,42.236,127.014
0.074,-1.185,0.290,51.880,40.405,131.104
0.066,-1.161,0.256,55.176,37.415,136.292
0.077,-1.134,0.222,56.091,34.424,143.188
0.089,-1.095,0.194,54.138,31.555,150.879
0.106,-1.062,0.186,49.744,27.161,158.203
0.128,-1.037,0.204,45.044,22.949,164.917
0.153,-0.994,0.228,41.809,19.409,172.729
0.193,-0.964,0.231,41.260,17.822,179.993
0.208,-0.931,0.255,40.161,16.663,185.730
0.246,-0.889,0.255,37.476,17.883,190.735
0.275,-0.831,0.256,33.936,21.362,194.824
0.294,-0.781,0.279,31.433,27.954,197.571
0.307,-0.721,0.263,32.654,34.607,198.547
0.321,-0.693,0.207,36.438,39.124,198.486
0.337,-0.668,0.154,39.246,41.260,198.608
0.349,-0.657,0.085,39.429,39.734,200.317
0.363,-0.644,0.042,37.048,36.255,204.712
0.388,-0.628,0.049,33.386,31.189,210.144
0.410,-0.578,0.061,29.297,23.987,215.820
0.438,-0.519,0.072,26.917,19.531,222.168
0.464,-0.453,0.095,25.940,17.761,227.722
0.478,-0.380,0.086,25.696,16.968,232.300
0.483,-0.307,0.074,23.315,17.761,236.816
0.512,-0.244,0.050,18.005,20.752,240.540
0.542,-0.191,0.039,13.062,21.912,242.310
0.576,-0.126,0.029,12.817,19.958,242.004
0.613,-0.053,0.014,18.188,16.907,239.624
0.636,0.025,-0.009,25.879,13.489,236.572
0.666,0.118,-0.036,32.227,10.437,233.337

-1.176,-1.871,1.194,-56.885,-239.197,-415.710
-1.184,-2.134,1.596,-54.260,-205.872,-370.789
-1.264,-2.334,1.825,-27.283,-166.748,-332.520
-1.305,-2.604,1.849,8.057,-122.864,-300.354
-1.335,-2.863,1.633,37.109,-81.238,-266.663
-1.359,-3.024,1.325,55.298,-45.532,-221.375
-1.290,-3.038,1.039,61.096,-17.334,-165.466
-1.190,-2.903,0.817,58.289,-4.089,-108.765
-1.031,-2.670,0.641,47.546,-1.526,-54.321
-0.851,-2.388,0.532,31.250,-2.197,-6.348
-0.665,-2.089,0.468,14.954,-3.662,33.203
-0.469,-1.797,0.395,5.188,-2.930,64.514
-0.300,-1.543,0.309,2.991,-0.061,84.839
-0.171,-1.353,0.227,5.737,4.150,94.666
-0.047,-1.185,0.167,10.132,5.920,96.130
0.047,-1.075,0.120,16.663,4.456,91.187
0.124,-1.012,0.068,26.062,1.709,82.703
0.174,-0.972,0.038,35.095,-1.465,72.937
0.221,-0.956,0.025,42.786,-5.554,63.110
0.255,-0.960,0.029,49.377,-10.681,52.734
0.265,-0.968,0.037,55.176,-16.113,42.664
0.257,-0.989,0.055,59.570,-19.714,34.546
0.239,-1.018,0.092,60.913,-21.851,28.503
0.213,-1.056,0.138,59.021,-22.217,24.780
0.179,-1.091,0.202,54.810,-20.569,22.888
0.148,-1.121,0.255,50.232,-17.700,23.010
0.109,-1.157,0.284,47.852,-14.221,24.597
0.076,-1.172,0.296,46.997,-9.766,27.588
0.044,-1.212,0.295,45.532,-6.348,31.189
0.036,-1.212,0.295,41.931,-4.272,36.865
0.027,-1.190,0.299,39.185,-1.587,42.603
0.017,-1.181,0.277,39.551,0.732,47.058
0.012,-1.171,0.254,39.917,3.052,51.636
0.007,-1.133,0.231,39.124,4.639,56.885
0.005,-1.101,0.190,37.659,5.066,61.829
0.003,-1.073,0.166,34.607,4.578,66.406
0.006,-1.062,0.166,31.311,3.296,69.763
0.007,-1.074,0.146,28.931,1.648,71.838
0.004,-1.105,0.124,25.513,0.366,74.951
0.000,-1.133,0.127,21.118,-0.671,80.933
0.008,-1.146,0.144,17.517,-1.099,88.501
0.015,-1.151,0.143,15.869,-1.160,95.947
0.022,-1.137,0.129,14.099,-0.427,104.248
0.036,-1.113,0.121,10.986,0.366,112.305
0.050,-1.075,0.110,8.362,0.610,118.652
0.062,-1.040,0.094,6.958,-0.061,122.131
0.070,-1.024,0.089,6.042,-0.610,123.962
0.084,-1.030,0.081,4.150,-0.916,125.000
0.095,-1.035,0.048,0.793,-2.075,127.563
0.109,-1.024,0.030,-3.174,-3.296,131.714
0.126,-1.017,0.038,-6.470,-5.188,136.230
0.150,-1.005,0.056,-8.545,-7.324,141.724
0.162,-0.977,0.063,-10.376,-8.301,147.766
0.176,-0.984,0.120,-12.634,-7.812,153.076
0.189,-0.997,0.195,-13.672,-5.310,157.593
0.201,-1.004,0.224,-11.353,-1.526,162.048
0.203,-1.018,0.207,-8.423,4.578,167.419
0.201,-1.009,0.183,-10.376,11.047,174.561
0.206,-1.038,0.204,-16.602,18.066,183.167
0.211,-1.058,0.244,-22.339,25.085,193.848

-2.116,-2.013,0.868,39.612,-157.043,-626.038
-2.071,-2.631,0.758,78.674,-136.597,-568.298
-1.847,-2.974,0.725,112.732,-124.939,-482.361
-1.780,-3.212,0.661,129.395,-90.942,-397.949
-1.727,-3.256,0.352,130.066,-41.626,-317.078
-1.631,-3.135,0.133,100.586,4.944,-232.910
-1.483,-2.984,-0.052,55.603,35.095,-154.114
-1.308,-2.812,-0.155,9.216,53.040,-87.280
-1.112,-2.608,-0.145,-23.315,56.458,-34.058
-0.897,-2.419,-0.098,-34.729,48.096,3.418
-0.729,-2.267,-0.102,-26.855,33.569,28.564
-0.584,-2.134,-0.103,-11.047,15.808,47.302
-0.456,-1.994,-0.106,3.784,1.282,64.880
-0.324,-1.818,-0.099,14.526,-6.165,81.726
-0.202,-1.634,-0.083,19.653,-9.094,95.825
-0.111,-1.506,-0.072,20.935,-10.132,105.408
-0.039,-1.419,-0.071,18.982,-7.568,111.572
-0.015,-1.368,-0.078,16.418,-4.700,116.272
-0.032,-1.366,-0.057,13.428,-4.272,121.521
-0.070,-1.407,-0.031,8.423,-2.686,128.784
-0.057,-1.408,-0.009,-0.244,8.240,138.245
-0.077,-1.413,0.000,-7.446,20.020,149.170
-0.107,-1.420,-0.004,-11.353,26.001,161.255
-0.127,-1.397,0.006,-14.709,26.794,176.208
-0.156,-1.384,0.041,-19.714,24.475,191.772
-0.159,-1.367,0.105,-24.658,23.254,209.045
-0.164,-1.345,0.170,-27.466,25.574,226.074
-0.173,-1.314,0.161,-28.809,32.043,242.554
-0.183,-1.288,0.112,-31.189,41.992,260.376
-0.168,-1.214,0.073,-34.607,50.049,280.701
-0.126,-1.081,0.047,-39.490,57.190,298.950
-0.059,-0.961,0.040,-44.250,60.059,312.622
-0.010,-0.861,0.034,-49.805,59.814,320.923
0.046,-0.777,0.017,-57.007,59.143,325.684
0.082,-0.719,0.030,-65.552,59.021,328.369
0.123,-0.669,0.068,-73.608,59.509,330.200
0.186,-0.566,0.086,-79.163,62.805,332.153
0.259,-0.468,0.093,-80.750,65.308,331.055
0.292,-0.414,0.083,-77.881,66.772,326.355
0.340,-0.357,0.060,-74.646,68.115,320.801
0.386,-0.320,0.066,-71.594,66.284,316.040
0.402,-0.263,0.068,-65.979,65.063,310.364
0.449,-0.169,0.049,-57.068,64.941,304.016
0.512,-0.062,0.015,-44.678,62.439,295.410
0.576,0.038,-0.031,-31.494,58.350,282.410
0.610,0.099,-0.081,-19.897,52.979,265.869
0.621,0.131,-0.111,-10.864,47.119,248.779
0.632,0.139,-0.124,-4.578,41.992,233.276
0.640,0.157,-0.128,-0.366,37.598,219.971
0.678,0.224,-0.127,4.456,32.593,208.435
0.733,0.306,-0.134,11.597,25.635,196.533
0.771,0.365,-0.149,19.226,17.822,181.702
0.802,0.401,-0.161,25.208,11.536,164.673
0.844,0.434,-0.168,28.015,6.958,147.400
0.883,0.473,-0.171,29.236,3.357,130.005
0.912,0.495,-0.164,30.396,-0.305,112.183
0.927,0.485,-0.156,31.494,-3.784,94.116
0.938,0.457,-0.149,32.043,-6.531,78.125
0.941,0.418,-0.131,32.166,-9.338,64.148
0.944,0.380,-0.106,32.410,-12.573,51.819

-0.695,1.842,-0.816,139.099,-6.042,-665.771
-1.091,1.672,-0.957,153.687,-40.405,-725.647
-1.525,1.353,-0.906,152.893,-71.472,-774.048
-1.930,0.745,-0.598,139.404,-86.670,-808.594
-2.198,-0.001,-0.322,127.502,-76.477,-821.777
-2.439,-0.788,-0.250,118.958,-52.063,-812.927
-2.689,-1.653,-0.181,101.013,-36.072,-776.489
-2.808,-2.503,-0.027,64.819,-26.733,-701.904
-2.774,-3.244,0.035,19.714,-10.193,-591.797
-2.726,-3.846,0.063,-28.137,14.343,-455.872
-2.584,-4.000,0.050,-83.618,48.218,-301.086
-2.226,-3.749,-0.007,-138.428,81.726,-145.386
-1.765,-3.191,-0.034,-172.363,98.389,-19.104
-1.336,-2.669,0.012,-174.622,90.820,56.641
-1.023,-2.339,0.089,-144.897,64.026,86.426
-0.801,-2.148,0.123,-96.008,30.396,88.745
-0.637,-2.054,0.068,-44.006,-0.061,82.031
-0.511,-1.974,-0.022,-3.479,-22.766,77.454
-0.391,-1.878,-0.092,21.118,-36.865,79.712
-0.267,-1.739,-0.114,31.677,-44.128,88.318
-0.151,-1.604,-0.103,33.142,-44.983,98.999
-0.051,-1.486,-0.069,28.992,-41.199,109.375
0.018,-1.395,-0.047,22.644,-32.532,117.126
0.055,-1.326,-0.035,17.029,-22.156,121.460
0.068,-1.296,-0.031,13.611,-13.245,125.427
0.064,-1.269,-0.024,10.315,-6.531,130.920
0.074,-1.211,-0.017,6.287,-1.648,138.000
0.100,-1.127,0.005,3.052,1.831,144.592
0.130,-1.046,0.041,1.526,4.456,148.254
0.146,-1.002,0.065,0.793,8.057,147.766
0.146,-0.995,0.073,0.183,12.939,144.836
0.139,-0.982,0.069,0.977,17.029,141.907
0.135,-0.964,0.051,3.601,18.738,139.954
0.135,-0.962,0.044,5.554,18.066,138.977
0.115,-0.980,0.037,3.906,17.883,138.611
0.090,-1.028,0.009,-0.366,19.958,139.954
0.059,-1.086,-0.029,-6.348,23.254,144.592
0.036,-1.117,-0.048,-12.268,25.452,152.771
0.037,-1.119,-0.039,-18.494,24.353,164.307
0.043,-1.111,-0.008,-24.536,22.156,178.284
0.051,-1.099,0.004,-31.189,21.912,193.054
0.053,-1.121,0.019,-40.283,24.231,207.703
0.049,-1.131,0.044,-52.795,29.602,223.572
0.062,-1.086,0.063,-64.453,36.194,241.272
0.109,-0.998,0.079,-72.021,41.870,258.789
0.172,-0.899,0.084,-75.500,45.593,273.804
0.228,-0.810,0.098,-75.256,47.058,283.447
0.274,-0.738,0.103,-72.388,47.546,289.246
0.304,-0.702,0.104,-69.092,47.485,292.908
0.322,-0.673,0.111,-67.078,48.523,295.959
0.343,-0.625,0.109,-66.406,51.758,300.171
0.358,-0.581,0.098,-66.101,55.054,305.176
0.371,-0.540,0.078,-65.552,57.617,311.035
0.369,-0.487,0.060,-62.927,60.303,317.505
0.376,-0.393,0.038,-57.983,61.768,322.754
0.404,-0.265,0.005,-50.598,61.951,326.233
0.443,-0.137,-0.026,-40.466,60.547,326.965
0.473,-0.017,-0.050,-28.625,56.702,323.059
0.506,0.099,-0.066,-15.320,51.025,315.063
0.544,0.202,-0.084,-2.075,44.678,303.772

-1.016,0.868,-1.014,-15.137,-12.451,-581.604
-1.260,0.740,-0.863,-48.523,-43.579,-601.868
-1.427,0.577,-0.535,-81.726,-68.787,-617.554
-1.615,0.102,-0.183,-95.581,-84.351,-636.902
-1.838,-0.545,0.045,-89.417,-87.341,-655.090
-2.034,-1.031,0.130,-75.012,-86.975,-656.799
-2.188,-1.517,0.175,-52.795,-98.694,-632.812
-2.364,-2.269,0.302,-36.865,-111.023,-587.219
-2.501,-3.074,0.429,-45.654,-96.619,-514.954
-2.548,-3.678,0.505,-71.960,-57.312,-408.386
-2.413,-3.844,0.508,-98.999,-13.123,-272.644
-2.092,-3.601,0.450,-117.554,22.705,-134.033
-1.709,-3.135,0.386,-121.521,44.495,-22.278
-1.357,-2.689,0.268,-108.032,49.683,48.523
-1.081,-2.371,0.091,-80.811,39.185,83.435
-0.836,-2.132,-0.030,-49.988,15.564,95.764
-0.604,-1.980,-0.069,-21.362,-13.550,96.985
-0.408,-1.877,-0.057,1.770,-38.025,94.177
-0.234,-1.769,-0.020,17.761,-51.331,92.468
-0.097,-1.656,0.020,26.978,-52.917,92.468
0.007,-1.531,0.045,31.372,-44.800,94.299
0.076,-1.401,0.046,32.043,-31.250,96.985
0.092,-1.298,0.038,30.945,-17.822,98.633
0.079,-1.244,0.027,28.748,-6.775,100.464
0.050,-1.212,0.005,25.269,1.526,103.760
0.019,-1.195,-0.011,20.569,8.667,108.276
-0.010,-1.154,-0.011,13.794,15.259,113.464
-0.021,-1.116,0.006,6.104,20.874,118.347
